,angle_R1X1R2,f_to_fg,f_atom_fraction,PPSA5,nARing,angle_R2X2R1,nFaHRing,distance_between_atoms_in_f_group_centers,nFARing,mol_num_cycles,f_freedom,identificator,mol_volume,nO,WPSA5,nFAHRing,dihedral_angle,RPCS,FPSA3,PNSA5,nAHRing,avg_atoms_in_cycle,angle_X1X2R2,nFaRing,naRing,nFHRing,nHRing,PBF,nFRing,TASA,dipole_moment,chirality,mol_weight,nN,tpsa+f,naHRing,nC,GeomShapeIndex,cis/trans,angle_X2X1R1,logP
150,147.57921183445407,1.0,0.5,16.11643575774036,1,177.19172278960858,0,1.607801436402935,0,2,0,1,182.48,1,6.478506949120778,0,177.62440941841314,4.694229589795051,0.0315832019876363,-28.323645460423155,0,5.0,162.1570553803137,0,1,0,0,0.3599628411567245,0,275.7284672456819,0.791497519458521,0,107.1,1,63.51805660428786,0,11,0.8409475638759082,0,142.71776548896278,1.94
151,97.45064050837271,2.0,0.4,17.513589048767166,1,97.21966751718412,0,2.3457877407531207,0,2,0,1,198.06,1,7.3520465351015,0,14.536686004225356,0.0,0.0286655770298707,-23.9176632580724,0,5.5,128.5283789947429,0,1,0,0,0.5519051811179474,0,314.69336069219173,0.3031656650187436,0,121.13,1,61.72763128730608,0,12,0.8679733704911935,0,114.09129219445563,1.87
152,95.56391989302595,2.0,0.4,16.113954842204446,1,118.93102295529133,0,1.7256833806032192,0,2,0,1,198.54,1,6.806413021427588,0,22.046067847756422,41.710626414124256,0.0303609449154527,-26.108387851121684,0,5.5,145.36918983355554,0,1,0,0,0.5605115226304389,0,304.37880896233514,0.1139474527334141,0,121.13,1,61.190579244457766,0,12,0.9091860621567398,0,103.50229150990842,2.02
153,93.04680998819023,2.0,0.3333333333333333,17.888652291169045,1,90.7605678510914,0,2.1856296725909283,0,2,0,1,213.24,1,7.750104332435105,0,2.9159683634943354,0.0,0.0283892986202008,-21.84619010916297,0,6.0,123.88257558041398,0,1,0,0,0.6283786385652325,0,338.66767035752645,0.2132599870309996,0,135.16,1,59.19230808122199,0,13,0.8892348565774303,0,111.84888052728456,2.16
154,88.8797609777914,2.0,0.3333333333333333,16.59128579630503,1,111.80708192363038,0,0.9905591825210928,0,2,0,1,213.8,1,7.281128870744969,0,34.2826202582531,36.3448421580397,0.0304966873920133,-23.943524289208423,0,6.0,136.48970914088497,0,1,0,0,0.5918115083336832,0,331.8992589361904,0.1960876412893842,0,135.16,1,61.44738738595146,0,13,0.8805314712617379,0,97.35133040176582,2.31
155,110.72340232552908,2.0,0.3333333333333333,16.480026819852597,1,179.38295087909856,0,2.113486514905962,0,2,0,1,214.29,1,7.241067850895935,0,178.70516759609754,33.282577648744294,0.0298078767819824,-23.286109662954136,0,6.0,156.93161016928016,0,1,0,0,0.7039164243231276,0,330.4806995679532,0.6323578867098922,0,135.16,1,60.65795628428893,0,13,0.9309963436550176,0,105.81698539935672,2.32
156,90.58104741808263,1.0,0.2857142857142857,19.165271577809783,1,87.80286583993791,0,1.1553068380715277,0,2,0,1,229.21,1,8.532338339081646,0,4.930933839455341,0.0,0.0311073464888656,-18.394697803723727,0,6.5,121.75061280264188,0,1,0,0,0.7300460137419218,0,371.5349487859174,0.3039937477313871,0,149.19,1,59.647704494540775,0,14,0.8880424115847559,0,110.1579811521072,2.56
157,87.6729185561421,2.0,0.2857142857142857,17.185854815217695,1,113.52269289147831,0,2.889480780847027,0,2,0,1,229.05,1,7.796447742294773,0,49.11714174110298,36.23408696845091,0.0288101345701517,-21.775249323368687,0,6.5,134.67476671090395,0,1,0,0,0.7796960705530068,0,354.70579583932806,0.2074994264424555,0,149.19,1,59.41307831274466,0,14,0.8911575553285725,0,94.57388864605292,2.57
158,73.10144280856369,2.0,0.2857142857142857,16.400230205196912,1,106.07314694333664,0,2.391483502862344,0,2,0,1,228.97,1,7.466914262975837,0,2.38100019519998,37.200849906855865,0.0295885281401665,-22.509439564024504,0,6.5,132.65365289517752,0,1,0,0,0.7719803587786872,0,349.2659241281895,0.2758192127694583,0,149.19,1,60.0813529906846,0,14,0.9140221169791536,0,82.62569278716893,2.5
159,,1.0,0.5,17.015125765143782,0,,0,,0,1,0,1,191.67,1,7.051862586416647,0,,0.0,0.029755888666778,-26.0994745372591,0,6.0,,0,1,0,0,0.4592661391492317,0,307.9098312780389,0.4680215865706794,0,109.12,1,59.840595301095625,0,11,0.7586440072657212,0,,2.04
160,,1.0,0.5,16.881096289952286,0,,0,,0,1,0,1,192.18,1,6.979371990515189,0,,45.6389056972999,0.0310431396650972,-24.194584756338266,0,6.0,,0,1,0,0,0.4755395850286835,0,312.3333313940654,0.5945528020525648,0,109.12,1,61.23844441438992,0,11,0.7887127025767292,0,,1.81
161,,1.0,0.5,17.05731919305714,0,,0,,0,1,1,1,192.58,1,7.284070035222116,0,,43.966658415971416,0.0351137902655162,-27.236426298656703,0,6.0,,0,1,0,0,0.2784881034376733,0,294.2575217195094,0.8742839551965892,0,109.12,1,61.64781739849165,0,11,0.9724174817951964,0,,1.76
162,,0.0,0.0,15.01374510735175,1,,0,,0,2,1,1,157.35,1,5.481119045755539,0,,34.58156951008483,0.0349031903996685,-15.763243429911428,0,4.5,,0,1,0,0,0.3020545062474187,0,319.470646422228,0.4517776372540591,0,57.1,1,29.1,0,10,0.7943949308659994,0,,1.29
163,,0.0,0.0,15.779908056882183,1,,0,,0,2,1,1,187.41,1,6.411783265687784,0,,32.855984881791294,0.0331547556551649,-13.73295995413934,0,5.5,,0,1,0,0,0.5558446766386763,0,364.5191676707387,0.450465567046992,0,85.15,1,29.1,0,12,0.8943276137038965,0,,2.23
164,,0.0,0.0,16.68879403042944,1,,0,,0,2,1,1,219.26,1,7.421029624063831,0,,26.596686876569528,0.0320139742156874,-12.031993216839329,0,6.5,,0,1,0,0,0.8518405869030815,0,407.619090264653,0.4438646412877287,0,113.2,1,29.1,0,14,0.8994032625973826,0,,3.03
165,,0.0,0.0,15.383827121352816,0,,0,,0,1,1,1,181.02,1,6.178494028506792,0,,36.78791942516485,0.033462202018308,-14.93002401693014,0,6.0,,0,1,0,0,0.4447012006840169,0,354.46007314632897,0.4387410593522674,0,73.14,1,29.1,0,11,0.8650470245805233,0,,2.23
166,,0.0,0.0,16.576520501329103,2,,0,,0,3,1,1,212.16,1,7.3899771133175856,0,,40.61260622893508,0.0325562972658126,-13.234460772560762,0,4.33,,0,1,0,0,0.45413491574698,0,401.1267850145619,0.4440502624825636,0,111.19,1,29.1,0,14,0.9841958792783146,0,,3.26
167,148.91393220573687,2.0,0.1428571428571428,16.713553457062556,2,149.89402109742105,0,1.4332683924045149,0,3,1,1,217.72,1,7.545544242479362,0,114.60967217500236,44.66522276379252,0.0321850043061771,-17.885788369238906,0,4.33,147.22090969991058,0,1,0,0,0.467999723076401,0,364.3414636543629,0.5855032004687221,0,129.18,1,46.25854896910016,0,14,0.9199900680897384,0,146.366169656403,2.39
168,146.48197716475238,2.0,0.2857142857142857,17.13010194712173,2,156.88753911251695,0,8.524101660176688,0,3,0,1,223.73,1,7.962412439278911,0,96.5978802354054,25.920574776628897,0.0293013039586318,-23.62850720405681,0,4.33,157.46656435162652,0,1,0,0,0.7978822538910997,0,342.1226356492068,0.628146591755682,0,147.17,1,63.31263770604539,0,14,0.9550366218494106,0,146.236636481264,2.53
169,139.47474271380923,2.0,0.6,17.16014406720619,1,139.5838758083545,0,1.388101460011261,0,2,0,1,203.62,1,7.408671472401272,0,147.37807471918003,0.0,0.0271976653135204,-29.06785745875408,0,5.0,114.9677234919383,0,1,0,0,0.6128917197620509,0,391.1635284859474,0.8771646197807711,2,139.12,1,79.02141503031626,0,12,0.8232428925684775,2,114.72645355093854,2.54
170,119.56170406892552,2.0,0.4,17.022330700092972,1,120.33626690169592,0,2.2526114289342014,0,2,1,1,199.09,1,7.247034816623844,0,105.09829328301107,32.960014833085744,0.0315483540077475,-26.14649942033668,0,5.0,116.71667690506597,0,1,0,0,0.8385943459490758,0,307.7646739648977,0.8350786832577866,2,121.13,1,61.80777211055805,0,12,0.835049086480851,2,115.76533371994675,1.94
171,116.81684379750526,2.0,0.2,15.905795720661668,1,118.10333427034762,0,3.535197173173533,0,2,1,1,193.86,1,6.567005235997436,0,101.46209458706844,24.98518835260852,0.0339735678469947,-20.52231879959156,0,5.0,116.33160878813476,0,1,0,0,0.8093585919480127,0,337.6439241317721,0.6857362868065628,2,103.14,1,45.777120262300784,0,12,0.8814080664225878,2,114.72593607693062,1.85
172,140.63214024124352,2.0,0.75,16.77729533920642,1,140.27024442973592,0,2.2551307097586304,0,2,0,1,189.98,1,7.02217221559905,0,140.566148279275,0.5163510007916126,0.0277350728642396,-31.6458384313432,0,4.5,120.96357013734676,0,1,0,0,0.5285158912170088,0,373.3648576767474,0.8843066950591242,2,125.09,1,78.84093037932178,0,11,0.8467011863879671,2,121.01993385108965,1.79
173,93.72272156300166,2.0,0.75,16.993317842854555,1,94.78530811753478,0,2.269458316484791,0,2,0,1,190.54,1,7.030813779039852,0,0.3533705668651675,0.1721170002638708,0.0267206286060783,-30.724387385312617,0,4.5,122.92655430026451,0,1,0,0,0.4947901497882562,0,369.1130205254955,0.5183923595173908,2,125.09,1,77.9919925522163,0,11,0.7541395840206698,1,121.98726683393043,2.16
174,138.5477229050489,2.0,0.5,16.85998296504407,1,137.51472983496504,0,1.9383109535471208,0,2,1,1,184.98,1,6.956378720824144,0,136.57822034871455,47.82965473584547,0.0346990083602914,-28.495943910980987,0,4.5,119.50401303024414,0,1,0,0,0.4943484240497422,0,282.68984816882306,0.7094509033502845,2,107.1,1,61.116031911670255,0,11,0.8746298296057431,2,120.18971444902394,1.64
175,93.62777463341442,2.0,0.5,17.390763545922066,1,94.02909127846348,0,2.6716166908223737,0,2,1,1,184.68,1,6.974580872737257,0,2.218769136635632,44.7928512605537,0.0348298002522459,-26.09436439716382,0,4.5,121.94102180846798,0,1,0,0,0.4599379151401324,0,286.5024338824472,0.4735693712592238,2,107.1,1,61.55327488831015,0,11,0.7612356081772148,1,122.42909169428285,1.36
176,,0.0,0.0,15.156860844453943,1,,0,,0,2,1,1,174.14,1,5.894519090637794,0,,34.69509297425832,0.0334826696737696,-15.134974045494548,0,4.5,,0,1,0,0,0.399462353541145,0,344.4391054623396,0.4493489102240785,2,71.12,1,29.1,0,11,0.8872015981772615,2,,1.83
177,,0.0,0.0,15.457993971787667,1,,0,,0,2,1,1,174.25,1,6.056597403364025,0,,36.0295196271144,0.032037873473012,-14.947770123173726,0,4.5,,0,1,0,0,0.5097174061817611,0,347.4720698065694,0.4544256945745418,2,71.12,1,29.1,0,11,0.7821603836479655,1,,1.64
180,,0.0,0.0,15.517112093927048,2,,0,,0,3,1,1,182.33,1,6.26973020173918,0,,35.46421454737082,0.0330000313081355,-15.04290273901971,0,3.67,,0,1,0,0,0.4714560315246276,0,358.44822423344243,0.4571845587696244,0,83.13,1,29.1,0,12,0.7970999641512729,0,,2.08
182,138.81266359005244,2.0,0.4,16.898148064532208,2,147.8319850574904,0,4.985153198049546,0,3,0,1,193.63,1,7.206489250019818,0,139.1401097984828,13.388846641920123,0.0303273238486008,-28.09919141494624,0,3.67,137.03427488204724,0,1,0,0,0.5664045847374533,0,294.6794735027557,0.9673613931219156,0,119.11,1,64.7241459299265,0,12,0.8029471938671882,0,131.9780262889838,2.04
