,f_freedom,PPSA5,mol_num_cycles,nFRing,nF,identificator,mol_weight,dipole_moment,nHRing,nO,PBF,nC,nARing,cis/trans,PNSA5,FPSA3,mol_volume,RPCS,GeomShapeIndex,WPSA5,TASA,f_to_fg,avg_atoms_in_cycle,nFHRing,chirality,fold_id,logP
85,-1.0408329997330663,0.7160617339015284,-0.1839418018454899,-0.36927447293799814,1.7795130420052185,0.2041241452319315,0.5999380499017833,1.5901250902637447,-0.5865884600854132,-0.20412414523193165,-0.7025882046881025,0.0860309002014601,-0.1839418018454899,2.2105718506704877,-1.2083968353562144,-1.4309831759813558,0.5898277452737176,-1.260170383347799,0.33160156786056955,1.0783476242113235,1.8469199991869014,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,1,2.82
86,-1.0408329997330663,0.8983846071284062,-0.1839418018454899,-0.36927447293799814,1.7795130420052185,0.2041241452319315,0.5999380499017833,-1.0351319900891036,-0.5865884600854132,-0.20412414523193165,-0.9372551234616415,0.0860309002014601,-0.1839418018454899,0.8626621856275073,-1.2939653162245568,-1.43420331894206,0.5537007538675734,-1.32268907569619,0.3421134645027368,1.365523219478745,1.9508335434917177,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,1,2.62
87,0.9607689228305227,0.7410492334030246,-0.1839418018454899,-0.36927447293799814,0.6087807775281011,0.2041241452319315,-0.036730727674889885,0.5176704480288301,-0.5865884600854132,-0.20412414523193165,-0.7280440219743147,0.0860309002014601,-0.1839418018454899,2.2105718506704877,-0.6125643461111061,0.523262681747477,0.3239162852726759,1.7269365600944455,-1.4117913405439908,0.9253287280836482,-0.3744787625008912,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,1,1.97
88,0.9607689228305227,1.10444934552823,-0.1839418018454899,-0.36927447293799814,0.6087807775281011,0.2041241452319315,-0.036730727674889885,-0.6184229140555236,-0.5865884600854132,-0.20412414523193165,-0.7986905974152461,0.0860309002014601,-0.1839418018454899,0.8626621856275073,-0.39185586048794563,0.6249390196680424,0.2747667737085019,1.9380307738042657,-2.587760913350416,1.0631186191773383,-0.30109812458702,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,1,1.98
89,0.9607689228305227,0.6042682133091801,-0.1839418018454899,-0.36927447293799814,-0.5619514869490164,0.2041241452319315,-0.6734348954003997,-0.23028864458502243,-0.5865884600854132,-0.20412414523193165,-0.9748960517654415,0.0860309002014601,-0.1839418018454899,2.2105718506704877,0.5494719866289632,0.9813313300443055,0.06556628858920119,1.6975681716228948,-1.6768770883528439,0.7195626796361592,0.40990881200257573,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,0,1.78
90,0.9607689228305227,0.38377909045903635,-0.1839418018454899,-0.36927447293799814,-0.5619514869490164,0.2041241452319315,-0.6734348954003997,0.6840485920602167,-0.5865884600854132,-0.20412414523193165,-0.9577872760237965,0.0860309002014601,-0.1839418018454899,0.8626621856275073,0.4706699313886461,0.962855788509178,-0.03777371008419198,1.5347197906465075,-0.07064506277981344,0.5754437785993338,0.28812812344062844,0.7500000000000001,-0.1649743190162063,-0.29488391230979427,-0.8380540736433386,1,1.77
91,-1.0408329997330663,1.4240965343792713,-0.1839418018454899,-0.36927447293799814,1.7795130420052185,1.4799000529315034,1.0963556676376356,1.3077974520015017,1.246500477681503,-0.20412414523193165,-0.32298927472677075,0.8029550685469656,-0.1839418018454899,-0.4852474794154728,-0.19170484618706554,-1.8804052299892033,1.3468142396210787,-1.3476965526355467,-0.5728772287708024,1.4032529730141716,2.2982821010093675,0.7500000000000001,1.137454515322271,-0.29488391230979427,0.2646486548347385,1,2.54
92,0.9607689228305227,1.1942170428093677,-0.1839418018454899,-0.36927447293799814,0.6087807775281011,1.4799000529315034,0.45968689006096236,0.736462868801286,1.246500477681503,-0.20412414523193165,-0.24655459441585326,0.8029550685469656,-0.1839418018454899,-0.4852474794154728,0.3430720011000991,0.21069986755066286,1.0729212350070492,-0.842975946814002,-0.3260230556686772,1.0693120488279029,0.2029032640225427,0.7500000000000001,1.137454515322271,-0.29488391230979427,0.2646486548347385,0,2.04
93,0.9607689228305227,-0.7634364499973552,-0.1839418018454899,-0.36927447293799814,-0.5619514869490164,1.4799000529315034,-0.17701727766454695,-0.8434422533052589,1.246500477681503,-0.20412414523193165,1.6123125732109462,0.8029550685469656,-0.1839418018454899,-0.4852474794154728,0.821544661830292,-0.209909099518186,0.7981880678021812,-0.007505374388805919,-1.830668617570172,-0.41240071613850976,0.5248139123966992,0.7500000000000001,1.137454515322271,-0.29488391230979427,0.2646486548347385,0,2.0
94,0.9607689228305227,-2.2250296342699594,-0.1839418018454899,-0.36927447293799814,-1.732683751426134,1.4799000529315034,-1.3101036729770725,0.1470735838263007,1.246500477681503,-0.20412414523193165,0.06148546258072593,0.0860309002014601,-0.1839418018454899,-0.4852474794154728,1.7637750708468989,0.06290844127719675,-0.34737362480894324,0.034688280461482895,-1.8095234693502595,-2.0353837295052104,0.7693600284909176,-1.7499999999999998,1.137454515322271,-0.29488391230979427,-0.8380540736433386,0,1.39
95,-1.0408329997330663,0.9918886445528798,-0.1839418018454899,-0.36927447293799814,1.7795130420052185,1.4799000529315034,0.5999380499017833,1.947260780280086,1.246500477681503,-0.20412414523193165,0.3740135432225067,0.0860309002014601,-0.1839418018454899,-0.4852474794154728,-0.441432897264209,-1.7873884926436878,0.5121127056209649,-1.3239950310095425,-1.2258379684559406,0.5973471968228224,1.5430114472934484,0.7500000000000001,0.4862400981530323,-0.29488391230979427,0.2646486548347385,0,2.12
96,0.9607689228305227,0.31248443924373426,-0.1839418018454899,-0.36927447293799814,0.6087807775281011,1.4799000529315034,-0.036730727674889885,1.055427807370058,1.246500477681503,-0.20412414523193165,0.08599666525725988,0.0860309002014601,-0.1839418018454899,-0.4852474794154728,-0.08864568529004949,-0.15866428713197753,0.254182790232908,-0.9414717367659632,-1.728779982402327,0.01156391680933584,-0.6006958383557425,0.7500000000000001,0.4862400981530323,-0.29488391230979427,0.2646486548347385,0,1.88
