,nC,FPSA3,nFARing,RPCS,dipole_moment,angle_R1X1R2,nFAHRing,angle_X2X1R1,nFHRing,chirality,cis/trans,nHRing,TASA,angle_X1X2R2,nO,nF,PNSA5,dihedral_angle,f_to_fg,nARing,angle_R2X2R1,naRing,mol_volume,mol_weight,avg_atoms_in_cycle,mol_num_cycles,nN,nAHRing,PBF,nFRing,WPSA5,f_freedom,distance_between_atoms_in_f_group_centers,PPSA5,GeomShapeIndex,molecule_type,amine_type,fold_id,logP
58,13,0.0327797545922664,0,28.143432551072696,0.4450662303702944,0.0,0,0.0,0,0,0,0,385.1393969915789,0.0,1,0,-12.44197500525422,0.0,0.0,1,0.0,1,203.26,99.18,6.0,2,1,0,0.7087980923047984,0,6.968083256740164,1,0.0,16.40646590937398,0.8756209008771929,1,1,1,2.72
59,13,0.0328779986726052,1,31.75630372867584,0.4389327059275356,0.0,0,0.0,0,3,1,0,376.10618733580975,0.0,1,0,-13.736444952042811,0.0,0.0,2,0.0,1,196.22,97.16,4.0,3,1,0,0.4357298637476224,1,6.62377406835739,1,0.0,15.888592603183106,0.9035219889818424,1,1,1,2.3
60,13,0.0330284826653709,1,31.75630372867584,0.4461173384046637,0.0,0,0.0,0,3,2,0,378.7594319482711,0.0,1,0,-13.307288510081438,0.0,0.0,2,0.0,1,196.54,97.16,4.0,3,1,0,0.4761805653815703,1,6.836573297831004,1,0.0,16.310561358512256,0.8731821965856591,1,1,0,2.19
62,12,0.0270644522037444,0,0.3334482103619106,0.8800699735886616,101.65850063289216,0,124.88360455919818,0,0,0,1,378.2526070158896,116.423928279211,1,3,-24.332703544182607,50.53267391068521,2.0,1,103.48984249432128,1,202.46,139.12,5.5,2,1,1,0.5958157463709893,0,7.031908825573008,0,1.198593037507251,17.292004109268856,0.7964878737115648,1,2,0,2.12
63,12,0.0335368848549053,1,29.63550760049172,0.5494406905166231,0.0,1,0.0,1,0,0,2,339.740187473928,0.0,1,0,-13.342916012536785,0.0,0.0,3,0.0,1,177.94,83.13,3.0,4,1,2,0.3949130497943044,1,5.179408933384411,1,0.0,13.657808124128,0.795170507539896,1,2,1,1.47
64,11,0.0355932081831423,0,30.413279848195486,0.5268929569613229,0.0,0,0.0,0,0,0,1,332.4453749173496,0.0,1,0,-12.77925136916378,0.0,0.0,1,0.0,1,170.88,71.12,5.5,2,1,1,0.308923345573396,0,5.295375533562202,1,0.0,14.231520909635751,0.7955084432431401,1,2,1,1.19
65,13,0.0314415460206079,1,24.50837282115097,0.5497944625022185,0.0,1,0.0,1,0,0,2,357.8810905549529,0.0,1,0,-12.147598276144947,0.0,0.0,3,0.0,1,194.48,97.16,3.0,4,1,2,0.6081317577697422,1,5.341968033977732,1,0.0,13.594935306919416,0.80785347094955,1,2,0,1.75
68,13,0.0267939432921555,0,0.0,0.7438794672233934,124.5001452534137,0,122.59651693137396,0,0,0,1,406.7596581842382,114.65860559603009,1,3,-22.994162237533736,104.567925534941,2.0,1,117.96718400882916,1,217.22,153.15,6.0,2,1,1,0.4859700924800365,0,7.562637082279614,0,1.1850333626843257,17.75720910257114,0.8365981817548114,1,2,1,2.54
69,13,0.0325345689150462,1,26.90623306915004,0.5358218940664996,0.0,1,0.0,1,0,0,1,360.2662181793649,0.0,1,0,-12.342096921336903,0.0,0.0,2,0.0,1,193.3,97.16,4.33,3,1,1,0.5852226871365523,1,5.607268204311589,1,0.0,14.1169896745154,0.851490583760273,1,2,0,1.65
70,15,0.0293257973910252,1,15.199650935964977,0.4975929314903202,0.0,1,0.0,1,0,0,2,387.3873810681476,0.0,1,0,-10.85759307839296,0.0,0.0,3,0.0,1,224.2,125.22,3.5,4,1,2,0.8640858568918462,1,5.857389479392134,1,0.0,13.97335757309198,0.8835619749728306,1,2,1,2.66
71,14,0.0315648481137976,1,20.134594096559933,0.5245971629233473,0.0,1,0.0,1,0,0,2,380.6161427050653,0.0,1,0,-11.113570533999026,0.0,0.0,3,0.0,1,208.7,111.19,3.5,4,1,2,0.6553920715031943,1,6.033994158538865,1,0.0,14.644627760452677,0.8699817355643439,1,2,1,2.01
72,12,0.032445438722891,0,19.44827660861744,0.4966728419700285,0.0,0,0.0,0,0,0,1,349.0517894364413,0.0,1,0,-12.51279808167565,0.0,0.0,1,0.0,1,186.26,85.15,6.0,2,1,1,0.5465622132527357,0,5.298127115369844,1,0.0,13.829488774449556,0.7606330300458689,1,2,1,1.39
74,14,0.0323422956249519,1,25.524372180943537,0.5334324601415322,0.0,1,0.0,1,0,0,1,380.0003118822348,0.0,1,0,-10.970003158863191,0.0,0.0,2,0.0,1,208.77,111.19,4.67,3,1,1,0.7349818347069654,1,6.13144028138302,1,0.0,14.819705204507573,0.8526502580979894,1,2,0,1.88
75,15,0.0308733142053138,1,22.600104845891828,0.5246214272397556,0.0,1,0.0,1,0,0,1,403.67130298925474,0.0,1,0,-10.42119687706359,0.0,0.0,2,0.0,1,223.99,125.22,4.67,3,1,1,0.7363705437310873,1,6.257965624430451,1,0.0,14.632691996420515,0.872472740908165,1,2,0,2.41
76,15,0.0298342372043276,1,37.67946830677173,0.8038899654595544,93.816180013354,1,106.60495046185896,1,0,0,1,339.9226112539146,111.94548019767456,1,2,-20.67334055185208,0.882430185037632,4.0,2,99.40763226745982,1,235.5,161.2,5.0,3,1,1,0.6131019733894907,1,6.844521506749366,0,2.094947126185174,15.359899723989589,0.7327442097091776,1,2,0,1.59
77,15,0.0264952877139195,1,0.0,0.4546696401780716,92.87643476064903,1,105.712593770623,1,0,0,1,301.5981553144782,111.55802232927324,1,4,-34.004314397599195,0.8120884828273304,6.0,2,98.89788604230266,1,245.37,197.18,5.0,3,1,1,0.587904906281487,1,7.260583347573593,0,1.3952558588217494,16.06782901027181,0.7170689058130638,1,2,0,1.84
78,15,0.0286413638422547,1,0.0,0.5577589233684686,171.30957908985232,1,164.57035741805132,1,0,0,1,350.1784363417569,148.93824805168435,1,2,-20.30109763271612,179.98334100742173,2.0,2,152.19392272560677,1,233.7,161.2,5.0,3,1,1,0.6301348836122136,1,7.11110215307727,0,0.7946407334690833,16.202946843115654,0.7143353296438797,1,2,1,2.18
80,14,0.0339119959899692,1,0.0,0.4383507020777777,172.01240197855358,1,165.1762805424726,1,0,0,2,316.4632228821225,148.62786704819152,2,2,-30.939016412589183,178.3696242330763,2.0,2,151.75551762080244,1,226.16,163.17,5.0,3,1,2,0.7201418135283945,1,7.543171337980949,0,1.6179544460403728,17.437767203971532,0.8324950056446185,1,2,0,1.19
81,14,0.0389661361658817,1,36.93156248915376,0.7063528645938332,0.0,1,0.0,1,0,0,2,370.0994277672031,0.0,2,0,-18.051759426652666,0.0,0.0,2,0.0,1,217.0,127.19,5.0,3,1,2,0.6153683710451527,1,6.649313671978401,1,0.0,15.70881207914239,0.8509540050015717,1,2,0,0.84
84,14,0.0294363255869448,1,0.0,0.586483744063026,177.83666081647013,1,170.81000965832908,1,0,0,1,327.4835513465426,146.70539603253215,1,2,-23.12951560957213,178.9107216735429,2.0,2,148.6372368621506,1,218.75,147.17,4.67,3,1,1,0.5650621202857007,1,6.589562574504167,0,1.799057145818903,15.41047696944332,0.8972181385923496,1,2,0,2.09
85,14,0.0328184332064044,1,27.76421221307772,0.5042759496765574,0.0,1,0.0,1,0,0,1,378.801319850319,0.0,1,0,-11.44428367131392,0.0,0.0,2,0.0,1,208.28,111.19,4.67,3,1,1,0.5892973255504724,1,6.105338521235588,1,0.0,14.74031383301627,0.8504782224897488,1,2,0,2.31
87,10,0.0372278138699765,0,31.87904479592171,0.5396180255699825,0.0,0,0.0,0,0,0,1,308.84997377441255,0.0,1,0,-14.01370352259164,0.0,0.0,1,0.0,1,155.85,57.1,5.0,2,1,1,0.2465359320824603,0,4.94563307182541,1,0.0,13.97636145034818,0.765231646292775,1,2,1,1.13
88,10,0.0392792160510147,0,35.88266911290913,0.509415241176304,178.6477600798977,0,165.91472353900394,0,0,0,1,276.685817213554,140.6008925925563,1,1,-21.665803237330906,179.65566268735296,1.0,1,145.22219628787627,1,161.3,75.09,5.0,2,1,1,0.3362317186827188,0,5.720404587517395,1,2.540963399742641,15.765229002108295,0.8172022105698203,1,2,0,0.94
90,11,0.0355932081831423,0,30.413279848195486,0.5268929569613229,0.0,0,0.0,0,0,0,1,332.4453749173496,0.0,1,0,-12.77925136916378,0.0,0.0,1,0.0,1,170.88,71.12,5.5,2,1,1,0.308923345573396,0,5.295375533562202,1,0.0,14.231520909635751,0.7955084432431401,1,2,0,1.19
91,11,0.0369787191887518,0,35.16436860357683,0.5809932034757082,146.392681701349,0,162.14535093347348,0,0,0,1,301.25825858817785,103.57794092827886,1,1,-18.82828522742503,81.37199633716857,2.0,1,102.84456485648388,1,176.47,89.11,5.5,2,1,1,0.3502296320098838,0,5.773436665139516,1,2.1314224847911696,15.28330245522357,0.7953906942785594,1,2,1,0.91
92,11,0.0320300861389501,0,0.2295598176991527,0.7133167653701952,158.13904459340074,0,162.67989127889987,0,0,0,1,271.0747065789029,155.27666022448005,1,2,-26.11256907500033,48.76935051158552,2.0,1,152.1303920196023,1,181.44,107.1,5.5,2,1,1,0.3606121799814865,0,6.0185226442530535,0,1.1477317856315286,15.58856847637467,0.8554036338176498,1,2,1,1.35
93,11,0.0366850870491699,0,41.61846963838536,0.5148841501746229,160.27391867816468,0,179.26826538386524,0,2,1,1,268.41644721760485,117.78855892310447,1,2,-27.665319157330973,161.5872207255391,4.0,1,117.97743362844513,1,181.48,107.1,5.5,2,1,1,0.3655082047379973,0,6.343064751223361,1,1.012969837408931,16.444204639402074,0.856467573581815,1,2,1,1.01
94,11,0.0353390772633149,0,45.193062122663854,0.4579362621692507,178.7890194524968,0,178.82102291027343,0,2,2,1,262.19636416662064,178.61792300027489,1,2,-29.07660972330805,73.98194937269626,4.0,1,178.49830758282135,1,181.78,107.1,5.5,2,1,1,0.3457512574701014,0,6.147017282195579,1,2.435910156519598,15.85527020979198,0.8425780855968653,1,2,0,1.08
95,12,0.0335897018644762,0,36.45705466580066,0.6474169250177267,116.48397642140267,0,139.09704202118078,0,0,0,1,317.11187081131084,96.06637324712295,1,1,-18.68231993911002,40.69252649123029,2.0,1,88.92546149216803,1,191.03,103.14,6.0,2,1,1,0.5060535447614386,0,5.930755694287321,1,2.419991191176265,14.936670404977631,0.8226738472632601,1,2,0,1.26
96,12,0.0308995872453667,0,0.0,0.8452386587467534,130.6244379384362,0,139.87497443037978,0,0,0,1,298.3180916795296,140.93969271183596,1,2,-23.31329215191192,1.3134551639295138,2.0,1,131.74006756843085,1,196.48,121.13,6.0,2,1,1,0.4841730540443571,0,6.43416486938041,0,1.0475658049697776,15.918824256564012,0.8479872283256139,1,2,0,1.65
97,12,0.0341748296866943,0,38.22762263697096,0.5177093605318307,161.1029949973734,0,149.84743527201263,0,2,1,1,291.546632077528,137.64094470759125,1,2,-27.706223407627043,179.72249631428926,4.0,1,145.5779694716486,1,196.78,121.13,6.0,2,1,1,0.5049563545478033,0,6.274925070386636,1,1.4090039515749675,15.464806566930132,0.8402429056176276,1,2,1,0.58
