,RPCS,PBF,mol_weight,dipole_moment,PPSA5,avg_atoms_in_cycle,nHRing,cis/trans,dihedral_angle,FPSA3,distance_between_atoms_in_cycle_and_f_group,angle_X1X2R2,nF,angle_R1X1R2,chirality,sasa,PNSA5,GeomShapeIndex,TASA,angle_R2X2R1,mol_num_cycles,nN,f_freedom,nFRing,identificator,nO,distance_between_atoms_in_f_group_centers,angle_X2X1R1,nARing,nC,nFHRing,f_to_fg,fold_id,pKa
12,22.354959514561923,0.6969982506556,150.125,0.3499816092854382,14.455130491128031,4.0,0,2,179.5953211284142,0.048722222343033,2.1578390231050104,144.64454709626642,2,127.98577885945376,0,189.700291745008,-32.42283291856772,0.6982012865406237,124.20217726081256,171.79855050316874,1,0,1,0,0,2,4.621945239691498,113.53313176025196,1,6,0,2.0,0,4.11
13,24.2335275409957,0.6085284906583982,150.125,0.229961738507808,14.444846405010235,4.0,0,1,2.282285201717909e-05,0.0468370215273792,2.1505870902053768,145.13712832823185,2,131.74773196754546,0,189.81356824842143,-33.836905028895885,0.7472505352559793,119.61213340278243,130.99100461670517,1,0,1,0,0,2,4.672942616083933,146.02379795750852,1,6,0,2.0,0,3.92
14,18.81293691908742,0.7566788021710624,132.134,0.5545477396392865,14.7434613912726,4.0,0,2,179.99999928388038,0.0500896185403708,2.168093466965846,114.57818740539314,1,169.3263951428838,0,187.8470756347573,-23.14241982800826,0.7369852285984115,151.95387106950585,129.86954427613617,1,0,1,0,0,2,4.654503055492991,143.06299190253122,1,6,0,2.0,1,4.18
15,19.88092023763824,0.7100627643370322,132.134,0.3334923044688394,14.836270197587274,4.0,0,1,0.0305964349429392,0.0501258735177767,2.1496865701801293,145.3092287749146,1,131.99394538270406,0,187.07593194392055,-23.550265972435845,0.7497014588675519,150.96746505690336,131.2416513783521,1,0,1,0,0,2,4.680711872053281,146.2247768710286,1,6,0,2.0,1,4.12
16,27.43817898381783,0.6237485624296953,122.071,0.5404336559791457,15.647511650698288,3.0,0,0,68.01485011903459,0.0518944682075491,1.478922167952901,151.7991179181965,2,113.93728475341402,1,136.5520559535906,-43.36695442587725,0.5974848859274101,74.18413824352477,131.78974164848114,1,0,0,0,0,2,3.1236120188146312,118.02012398950647,1,4,0,2.0,0,3.25
17,19.173011894719075,0.7071626712579546,136.098,0.5701149905469478,14.973170172284703,4.0,0,0,84.33402019116885,0.0451671028694868,1.545678354704291,136.4809158269887,2,113.54892979177116,1,163.41481758648175,-33.89223604263279,0.6783905539619974,108.9384863248536,125.35662779502591,1,0,0,0,0,2,3.155947226364754,115.8620544863835,1,5,0,2.0,1,3.62
19,18.911509222439424,0.7594846882172082,150.125,0.5254754383956883,15.180190460346552,5.0,0,0,100.75889440468464,0.0425811859490791,1.508014169167203,127.78689240827444,2,111.91894281660896,1,182.17785938663584,-29.050345611389066,0.7432703191313329,135.55657649332557,125.88986895653304,1,0,0,0,0,2,3.0015610000926407,109.6215647199389,1,6,0,2.0,0,3.76
20,23.959083180570563,0.6110579242547812,150.125,0.6352930549698548,13.206248345831114,5.0,0,0,25.67702780889899,0.0439471474020902,2.3677649625359845,146.34864055347808,2,95.72251248305469,1,181.03968607470532,-35.99139820379941,0.9212469923616556,120.1292670855177,119.5134162345996,1,0,0,0,0,2,3.5501546342212587,103.20760918952917,1,6,0,2.0,0,3.98
21,23.50671740750368,0.6207785552918198,164.152,0.4731799079072844,15.919944567693657,6.0,0,0,108.80350870606324,0.0433647072309179,1.5166076061111993,122.51554783322288,2,115.41382670766646,1,208.3371548866384,-24.95173561988011,0.8567741221390269,158.31308881860684,126.63825110188506,1,0,0,0,0,2,3.044900404828472,110.36781532150366,1,7,0,2.0,0,3.81
23,6.146965759162364,0.8478883846511579,178.179,0.43442605858601,15.628378678838564,7.0,0,0,115.85471137445384,0.0384648840094387,1.5191098261520577,120.41303014656776,2,119.2168678217085,1,227.80771636904944,-23.252160016889395,0.7102688409030519,182.06296389139644,129.0459475303177,1,0,0,0,0,2,3.0966020114261994,111.73009521109194,1,8,0,1.0,0,3.78
24,7.145423127159609,0.7361649905506692,178.179,0.6947270687489867,14.196844698819575,7.0,0,0,42.97102962365911,0.0384807558153738,2.5983112871562346,128.700029863474,2,82.63435142033606,1,228.9872070667869,-27.076422683959528,0.6880421818560744,171.19160296594947,104.8266138849039,1,0,0,0,0,2,3.344094603207365,91.17000173990564,1,8,0,2.0,1,4.09
25,19.181318821573765,0.7218975429043217,178.179,0.3582333801949763,14.11738357175663,7.0,0,0,119.71178756115462,0.0412257699900023,3.373216389835331,150.7004402494903,2,128.76866079858837,1,229.45425314871463,-26.21332591759056,0.8082580039745423,166.19199670415207,154.8429681934968,1,0,0,0,0,2,5.195178811247873,126.14585888077616,1,8,0,2.0,1,4.36
27,18.356992887543772,0.7048692041461937,138.114,0.6607192214798676,15.22109798307842,0.0,0,0,,0.0447351098721081,,,2,,0,179.15179479033029,-29.896563070368387,0.7759302367317907,144.9914085338705,,0,0,0,0,0,2,,,0,5,0,1.0,0,4.17
28,18.598915051518738,0.7151239957379678,138.114,0.3441142006885662,14.44642691416415,0.0,0,0,,0.0498035285406461,,,2,,0,178.36568122897685,-36.14166525567124,0.763238636493066,116.84018181908333,,0,0,1,0,0,2,,,0,5,0,1.0,0,4.38
29,19.85637346226349,0.6332140660674527,86.09,0.2473974129983841,13.857664796449882,3.0,0,0,,0.0551375633028044,,,0,,0,131.23773599285263,-21.17891174986713,0.4927333474593312,136.27798744485057,,1,0,1,0,0,2,,,1,4,0,0.0,0,4.6
30,16.554013647885853,0.5399706270189355,100.117,0.2749376657092865,14.147349429531223,4.0,0,0,,0.0507026175687657,,,0,,0,157.2777569310949,-17.30269723704041,0.8249752268420897,160.68845734846897,,1,0,1,0,0,2,,,1,5,0,0.0,0,4.5
31,17.14943234202641,0.5701201812784207,114.144,0.2496692677092228,14.31841187450095,5.0,0,0,,0.0486064839811568,,,0,,0,176.67787181614017,-14.637306275249518,0.8819441023858844,183.29248689417105,,1,0,1,0,0,2,,,1,6,0,0.0,1,4.69
32,7.118665215720119,0.7896975508791731,142.198,0.2484565574620438,14.213200498366394,7.0,0,0,,0.0425417609912928,,,0,,0,223.01011094775765,-12.596998132233406,0.64857051340506,224.69526115628696,,1,0,1,0,0,2,,,1,8,0,0.0,0,5.08
33,13.165660930494102,0.5677041561624285,102.133,0.2445878379821489,14.05323334628104,0.0,0,0,,0.0465283017808811,,,0,,0,172.61360370755904,-16.71489383167601,0.6536152540778717,182.4656187244622,,0,0,1,0,0,2,,,0,5,0,0.0,1,4.75
34,16.740703792660163,0.776863464692186,140.182,0.2750855524826595,14.484587122541914,3.5,0,0,,0.0443449585538468,,,0,,0,218.6452750672011,-13.609751264631171,0.8634112364344613,219.20696270393117,,2,0,1,0,0,2,,,2,8,0,0.0,0,4.59
39,20.305376482980613,0.640948957369094,128.127,0.6192674807833284,16.990519695938254,2.0,2,0,,0.0542869664364681,,,0,,0,174.0262413322225,-21.334637960161764,0.8863418186260281,162.06424385898123,,3,0,1,1,0,3,,,3,6,1,0.0,1,3.59
41,0.4786735772335248,0.7551826882287898,168.115,0.509112814143058,14.118998572204276,4.0,0,1,94.82837050340738,0.0373397997635106,1.5581098148696104,115.1540891842632,3,114.61162254705285,2,191.1366724607658,-36.49464740238179,0.7161804826385444,213.56126529738904,113.68295849563492,1,0,0,0,0,2,3.517924464416611,116.29643544428944,1,6,0,2.0,0,3.87
42,22.669462471414807,0.5998691917241106,150.125,0.2977196857338366,14.882806885916718,4.0,0,2,94.0167133881618,0.0463783346559465,1.561032891054609,115.70803850552306,2,115.2049045332914,2,188.9431390752999,-32.67630514229666,0.6277195288562936,127.19072174647393,113.84010338763323,1,0,1,0,0,2,3.5411113498987468,117.47870523540672,1,6,0,2.0,1,4.26
43,16.491148092704556,0.6458141075345936,132.134,0.3727361854619337,14.04113254314738,4.0,0,2,94.65940854020408,0.0507579493415174,1.561879666018179,116.29989997058448,1,114.85317987945176,2,186.5688939244761,-26.129187616698697,0.8506942937777201,159.3274200992412,114.57540545495137,1,0,1,0,0,2,3.5472366238888555,116.59190169820316,1,6,0,2.0,0,4.38
44,0.9198095431110276,0.6724971165784714,154.088,0.3422511935477072,13.654480049169187,3.0,0,2,136.89655923811148,0.0418977510245668,1.5156641647044415,120.2953108576504,3,137.71375787232083,2,165.74438731742262,-42.3649083199637,0.8933830274788859,191.30629717730744,138.7094047964349,1,0,0,0,0,2,3.820354814933333,119.35058559117518,1,5,0,2.0,1,3.88
45,0.0,0.6848130271678016,154.088,0.610344757860815,15.587311404034226,3.0,0,1,1.0548911061763628,0.0430302321860851,1.517525909207423,122.80469117821129,3,93.15765997735328,2,168.29023715010882,-38.60939231003256,0.7936358600215251,197.34768063677944,93.9977488043321,1,0,0,0,0,2,3.091110918557552,121.42755939744715,1,5,0,2.0,0,3.76
46,29.6529540983078,0.6344759749408971,136.098,0.5204151179734238,14.0155158725808,3.0,0,2,137.8334084369343,0.0491435615515878,1.5152672093977333,120.21531641079474,2,138.3991370834315,2,163.0200125504184,-41.116119352302334,0.8768385890322357,97.51218444357885,139.00021620255487,1,0,1,0,0,2,3.831989835842695,119.61589938095102,1,5,0,2.0,1,4.18
47,23.813603137410265,0.7492587809847537,136.098,0.4982124888499766,14.297587746066045,3.0,0,1,0.8882775851017509,0.0469174897461607,1.5164314562201753,121.82365634361244,2,92.2739458183724,2,161.03811396501072,-39.122115736370645,0.5080799050260356,101.31351155442248,92.78868137814882,1,0,1,0,0,2,3.063983204089074,121.07029092954738,1,5,0,2.0,0,4.17
48,24.31529800073715,0.6742527446752573,118.107,0.3830469638272505,14.17988858829044,3.0,0,2,139.4340385868657,0.0561694339204862,1.514981983215777,120.50123834492138,1,139.3711936429449,2,159.23768785621797,-31.451266215924704,0.928441507217276,135.25500326426263,139.85730363513642,1,0,1,0,0,2,3.850486622572024,119.99615746978326,1,5,0,2.0,1,4.35
49,20.78924813265662,0.6285974469734138,100.117,0.2495747233487782,14.252234031858093,3.0,0,2,,0.0511926023790572,,,0,,2,157.97680538879263,-18.048125936982665,0.7667598716682484,165.8688649715117,,1,0,1,0,0,2,,,1,5,0,0.0,1,4.79
50,15.807798899591932,0.7229887604143188,100.117,0.2423006696766244,13.819958855955097,3.0,0,1,,0.0498088347008651,,,0,,2,159.3268746085293,-17.406283803217896,0.4344441799756103,167.478328944974,,1,0,1,0,0,2,,,1,5,0,0.0,0,4.83
54,23.37407340477044,0.7943767012216993,148.109,0.725710490034997,14.484191739185649,2.5,0,0,8.070523533794681,0.044296488990807,2.702130288556316,138.14534621770127,2,90.6369958878736,2,177.0574365344056,-38.65732998554312,0.6412310445619058,115.89050146707916,112.16106470266148,2,0,0,0,0,2,3.672533431771875,99.81931863729838,2,6,0,2.0,1,3.85
55,7.412865128243334,0.7362867970474188,133.142,0.4408458197457243,10.906524800547963,3.0,0,2,179.99975927383207,0.0352446953309879,2.9228282437053825,131.45526913885928,2,177.91639466458147,3,181.2157611753718,-16.940435357676453,0.6535688493179275,185.6363657511909,134.08033581910033,2,1,0,1,1,0,4.969731819100075,172.1005624640552,2,6,0,2.0,1,8.89
56,8.598923548762269,0.7533120850449968,133.142,0.5216363474133995,10.747959976655064,3.0,0,1,1.1091799850454742,0.0352788221553065,3.240625300879659,147.48099976730327,2,126.27798523772334,3,177.6299950345272,-17.38097898800428,0.7018347438206075,184.94275715718703,133.26464198385804,2,1,0,1,1,0,4.95175252123358,132.6236933422317,2,6,0,2.0,1,8.95
57,0.0,0.7462150972744016,135.158,0.5640723171404886,10.452837258190042,6.0,0,0,179.9999779998691,0.0331072084393549,2.951033336512736,156.2329303495702,2,108.43977408369923,0,193.9199023161517,-15.494784304712097,0.5754646851032826,202.83670844010567,179.62887267636054,1,1,0,0,1,0,4.399448266185669,103.35809005665888,1,6,0,2.0,1,9.45
58,109.8126700351026,0.6174326530489427,99.177,0.157107849201661,8.866744542046902,6.0,0,0,,0.037634006999398,,,0,,0,185.04187254201784,-4.748484091271335,0.5254276657029684,254.7390393327895,,1,1,1,0,1,0,,,1,6,0,0.0,1,10.58
59,59.54425490849066,0.8501290722504071,97.161,0.1609266917403991,8.839565111105218,3.0,0,1,,0.0353827641955877,,,0,,3,174.97676899236592,-5.158668566700779,0.5702527224295887,245.3414983411921,,2,1,1,1,1,0,,,2,6,0,0.0,0,9.79
60,109.4997390377987,0.7222249427892329,97.161,0.1521618376009012,9.102344591002913,3.0,0,2,,0.0378194280714808,,,0,,3,175.48292604507762,-4.919435614267819,0.7503081365758767,251.0761832033048,,2,1,1,1,1,0,,,2,6,0,0.0,1,9.77
61,0.1023189878464665,0.7505699181587168,151.132,0.5948708941622305,11.659450587065294,2.0,2,0,1.359166876466238,0.0210488557121159,1.5061650638124446,119.08131786286008,3,99.95819044399354,0,183.60540822145268,-16.635291290787293,0.7404970060846187,274.41736214560655,100.32874206047248,3,1,0,1,2,0,2.9149759561381683,130.43731951906472,3,6,1,3.0,1,6.52
62,0.6218466166880408,0.5885962814715089,139.121,0.4361484191903159,12.401989379557598,5.0,1,0,69.44969424975227,0.0243829216979937,1.493488605552128,117.32397489976206,3,111.45287916905978,1,173.07497988394425,-17.695037036129786,0.6871393895102906,271.73318734894764,109.40828044842353,1,1,0,0,2,0,3.026441470798448,127.22352044618076,1,5,0,2.0,0,6.06
64,73.7491338855815,0.5491078654978186,71.123,0.1916940831103472,8.084861959131718,5.0,1,0,,0.0364521685065292,,,0,,0,135.40937703397066,-3.8991210580713127,0.2857161364457449,214.68604371712087,,1,1,1,0,2,0,,,1,4,0,0.0,1,11.29
66,0.1084972516026432,0.8002783287235606,165.159,0.5587175445363701,11.97173591790953,3.5,1,0,21.935990059259293,0.019668034916029,1.5096827320392148,117.95604260536383,3,98.6826524145677,2,200.7739656615082,-15.021862217054684,0.7088373089452366,289.50766346993663,100.17253184454503,2,1,0,1,2,0,2.890016341630643,128.287315856895,2,7,1,3.0,0,6.23
67,0.114676151706168,0.9301444275816604,179.186,0.5869500310104571,12.727607096870784,2.6666666666666665,2,0,2.6122304011075688,0.0213387464978359,1.500024739178584,114.06836340652866,3,91.17949846105068,0,219.44531018179936,-13.303890101190229,0.6101410357351497,308.72515397183554,95.07045546283022,3,1,0,1,2,0,2.7093123305333027,124.78062163489048,3,8,1,3.0,0,6.56
68,0.2197597340508357,0.5980347412990598,153.148,0.5749754274978559,13.5628588609996,6.0,1,0,3.394396292140802,0.0231736879472337,1.4898047256553242,114.57868372794714,3,91.52482156833511,1,194.65187946315805,-15.139432118488186,0.5851234407622666,297.842740441624,95.54620018443968,1,1,0,0,2,0,2.708842197060845,124.91263704118492,1,6,0,2.0,1,6.41
69,56.799362884680775,0.8687485293334396,97.161,0.210356791083545,7.525724625507351,3.5,1,0,,0.0310371508768349,,,0,,2,164.0429230709275,-4.3412905995334725,0.4604887470163242,233.92289065788745,,2,1,1,1,2,0,,,2,6,1,0.0,1,10.42
70,72.46559474279975,0.8921226261147582,125.215,0.1824131694939508,8.455394269080593,2.6666666666666665,2,0,,0.0298416922865278,,,0,,0,210.5826160053142,-3.4503518111125384,0.5741607963161224,287.1046216385895,,3,1,1,1,2,0,,,3,8,1,0.0,1,11.27
72,84.02424523290729,0.560811830789086,85.15,0.1745796534962748,8.80505866225216,6.0,1,0,,0.0364074954018465,,,0,,0,160.6976472804486,-3.028724297328809,0.3336512394934317,242.6892370128164,,1,1,1,0,2,0,,,1,5,0,0.0,1,11.12
73,0.1146981129844174,0.8354239187323663,179.186,0.5272622283545724,13.02682761339544,4.0,1,0,36.56187855185709,0.0210485284278226,1.5052812393239692,116.27151669294491,3,99.6408048541743,2,222.5267645835783,-13.188726807092303,0.5993954453049811,310.1540284817729,100.5433318708424,2,1,0,1,2,0,2.877725217859466,127.16324567262224,2,8,1,2.0,0,5.96
74,90.03124788229277,0.8210285999012641,111.188,0.2000036540166612,8.703456769998477,4.0,1,0,,0.0346001042955281,,,0,,2,185.71836424108997,-2.8808474029418587,0.4264253948616889,269.0217814828212,,2,1,1,1,2,0,,,2,7,1,0.0,0,10.38
75,70.13875202144092,0.900823132693917,125.215,0.1959863753014646,8.342261322289374,4.0,1,0,,0.0292056604429753,,,0,,2,213.1582790337609,-3.719154219938331,0.5610676095373368,283.9289336093305,,2,1,1,1,2,0,,,2,8,1,0.0,0,10.99
76,0.0,0.8879606913886274,161.196,0.6093859319211771,11.252780474449692,4.5,1,0,3.1151213395532555e-05,0.0304427524046238,3.050429728069893,109.90855240009604,2,91.10160420796682,2,210.4484934047269,-9.35505742636052,0.5526668925360673,233.82306274109385,96.39855355912536,2,1,0,1,2,0,3.529195759458055,104.21508491216728,2,8,1,4.0,0,9.41
77,0.0,0.9330308057914132,197.177,0.3029081367096143,11.262069608921024,4.5,1,0,179.99991563438834,0.0268863819510422,2.870509811455909,151.8113360249826,4,165.6020066354694,2,222.18370228997972,-29.93532095285192,0.4361369694379315,187.4137500643768,156.22567930439075,2,1,0,1,2,0,4.38482554911532,159.4834597469348,2,8,1,6.0,0,6.37
78,0.0,0.8857033155023167,161.196,0.3794261579206199,10.553237978607402,4.5,1,0,179.9999809937789,0.0270295060801115,2.891535858183274,150.69676831994067,2,166.94151171489003,2,216.4985111513456,-12.176623330779975,0.4690836060104572,230.58518199341864,154.90334497887645,2,1,0,1,2,0,4.419535786410243,160.60294124603206,2,8,1,2.0,0,7.72
79,69.80233036196336,0.9062576665616046,125.215,0.1686398537241366,9.222276522984163,4.5,1,0,,0.0315231745006452,,,0,,2,212.31780113275596,-3.05343776869273,0.4138027514049006,275.49058624326574,,2,1,1,1,2,0,,,2,8,1,0.0,1,10.86
80,0.0,0.9157235991197747,163.168,0.078592561408085,12.88355499753134,4.5,2,0,179.99998330160878,0.0375369742534813,2.9047024613795416,150.9549587794686,2,167.72553248540325,2,196.00086218547352,-23.37638530329152,0.3916831244528449,209.346344072206,155.02051180570177,2,1,0,1,2,1,4.4514129345338205,161.4533702325796,2,7,1,2.0,0,8.05
81,143.5549552538719,0.8368539184112628,127.187,0.5214434976563393,11.001328581556466,4.5,2,0,,0.0439888923326127,,,0,,2,192.0344590328986,-5.094740410105151,0.5367621156043124,259.2236997189422,,2,1,1,1,2,1,,,2,7,1,0.0,0,10.4
84,0.0,0.847967831608704,147.169,0.3818506946223065,10.012807404316003,4.0,1,0,179.99992018188388,0.0301248924180909,2.923415120220624,148.48834166820103,2,173.134352492089,2,195.5660012643244,-14.593607123843055,0.4393866937909215,212.80856108401784,151.39628990582696,2,1,0,1,2,0,4.433767345961436,166.50892665809138,2,7,1,2.0,1,7.69
85,77.24749339019965,0.8088972740160277,111.188,0.1635446947143438,9.103080823561216,4.0,1,0,,0.0335865345531782,,,0,,2,190.0296308005295,-3.026447274141851,0.5134963398083366,263.51883209758955,,2,1,1,1,2,0,,,2,7,1,0.0,1,10.53
86,0.0,0.5688292609272105,121.131,0.3954952026286604,9.745092525622216,6.0,1,0,179.9999651716629,0.0327681257771497,2.8680222952377963,158.03172746358712,2,157.44247091244205,0,166.29242728022413,-18.761225548067262,0.3552743802930684,186.92461539597983,164.03905599412676,1,1,0,0,2,0,4.410683512843262,152.6237843637439,1,5,0,2.0,0,7.75
87,68.52287718703249,0.5408099034288243,57.096,0.2189168576600665,7.743950422801084,4.0,1,0,,0.0383452686813258,,,0,,0,114.42966659867928,-4.605676265552848,0.292864035963577,189.576606321232,,1,1,1,0,2,0,,,1,3,0,0.0,0,11.13
88,24.810175906600524,0.6196949657428893,75.086,0.2304543714845557,9.170886904023387,4.0,1,0,179.9999178814303,0.0395565964489408,2.1122803872951037,143.0476032994765,1,176.87065060104376,0,117.33847746090336,-17.735559171897584,0.7283243928137546,148.57456948821488,148.8487614945305,1,1,1,0,2,0,4.35468302057232,162.57807493304847,1,3,0,1.0,0,8.55
89,3.3459956396696957,0.6848502742395467,93.077,0.4709867183348272,10.361170861433536,4.0,1,0,4.30914339892969e-05,0.0335033787827933,2.132441014760308,167.06602333313472,2,162.09471549475342,0,120.68596109890362,-24.9708751517984,0.7516068671118905,114.920049238766,162.33430372095768,1,1,0,0,2,0,3.9388379289702553,165.63733988332487,1,3,0,1.0,1,6.44
90,51.57852349150551,0.6520237588383407,71.123,0.1916940046345214,7.469709418763,5.0,1,0,,0.0319179521247094,,,0,,0,135.621737362361,-4.846220703800751,0.2930864193546329,206.03577404850063,,1,1,1,0,2,0,,,1,4,0,0.0,0,11.21
91,82.91746970088958,0.6464791663170608,89.113,0.2406611463230369,9.130213910194552,5.0,1,0,138.95729253854907,0.0365850780350885,2.4015903984271434,118.4502086984613,1,165.11760424965078,1,139.92336359843105,-10.556284474790964,0.3284791765947834,179.48833284158124,122.79387167457593,1,1,1,0,2,0,4.142526768344322,158.10563619668395,1,4,0,2.0,1,8.87
92,0.3918621818497305,0.5885615585764054,107.104,0.399862309058671,10.166325914322965,5.0,1,0,78.2112874270986,0.0323497658998792,2.4130679828344976,162.34771364927235,2,159.20985598821298,0,142.6130695430107,-21.55384682794845,0.3690626890250174,154.80935263627927,160.6153467836845,1,1,0,0,2,0,4.030007511420539,160.5262722964616,1,4,0,2.0,1,6.88
93,14.037178289868349,0.6214662623438268,107.104,0.554881804183992,11.10267969027999,5.0,1,1,149.81703191779278,0.0395829985773031,2.270955036746112,122.57789289278816,2,168.674802347098,2,142.44302393208727,-24.00754789475732,0.3582576937283078,153.3601148045705,125.00025679154272,1,1,1,0,2,0,3.944474976029546,169.96900924758788,1,4,0,4.0,1,7.07
95,118.14906232613856,0.5948829916548615,103.14,0.3573668887274201,10.39535026333485,6.0,1,0,95.73533194298888,0.0394650683614562,2.4979246194888445,141.63466817665537,1,135.82129546860958,1,164.9109280814422,-6.933646669147641,0.3178870517511228,217.76657442899307,141.46394951107416,1,1,1,0,2,0,4.297846129239504,136.10551982831973,1,5,0,2.0,0,8.64
97,135.21581137189577,0.5958611638541483,121.131,0.3355979104461146,9.78325476407208,6.0,1,1,179.9996197216015,0.0353620083255451,2.1663748160533403,137.3717880228767,2,158.6015493326132,2,167.85983291389758,-26.17385498046721,0.4256840062098966,170.58870232884505,146.31676082677356,1,1,1,0,2,0,3.6163856646491808,147.2381854610121,1,5,0,4.0,0,6.74
98,147.91118561396647,0.6831964398571216,121.131,0.3946229521607197,10.373055601685806,6.0,1,2,51.98414728246637,0.0377521986919224,2.1795702132183066,115.92053903765051,2,137.51140036612813,2,165.87004492008828,-23.108202107944877,0.4875236287773297,180.872944326762,110.33861002082936,1,1,1,0,2,0,3.249878252711293,147.94226620855494,1,5,0,4.0,1,6.22
99,100.76197594873548,0.632547234909336,103.14,0.2519606397614605,10.11027537637754,6.0,1,0,179.9999422313469,0.037088003291576,2.8982677653640234,104.30166158563196,1,174.47566345014923,0,163.73234359711364,-6.510322750299345,0.373076474471931,212.2175090201453,110.37877005754716,1,1,1,0,2,0,4.3227165919469535,152.24316038206018,1,5,0,2.0,0,9.05
100,6.123088871086298,0.5962083477705359,121.131,0.5480305440966214,11.621823860851364,6.0,1,1,131.77591904011524,0.0370458608225549,2.598666947311753,118.4988592412235,2,156.1353061409513,2,166.61648158334307,-15.08112789085078,0.3651779464481849,180.81702004439177,123.40842197265845,1,1,1,0,2,0,4.0688089130729885,147.89612669320576,1,5,0,4.0,0,7.01
101,8.519080168467893,0.5817606416735754,121.131,0.6189634969453482,11.411174831748816,6.0,1,2,54.11714296386344,0.0354004654720054,2.602969862937753,163.8830810493619,2,145.2891045536534,2,168.21819623955278,-16.02093919103602,0.371018489087168,177.59674008184936,158.63378341051154,1,1,1,0,2,0,4.3300522783706095,148.1816536474162,1,5,0,4.0,1,7.02
