,RPCS,PBF,mol_weight,dipole_moment,PPSA5,avg_atoms_in_cycle,nHRing,cis/trans,FPSA3,nF,chirality,sasa,PNSA5,GeomShapeIndex,TASA,mol_num_cycles,f_freedom,nFRing,identificator,nO,nARing,nC,nFHRing,f_to_fg,fold_id,pKa
0,-0.3437947526424674,-0.9104203624253787,1.494490498479822,-0.0793565282176696,1.2520383207487675,1.1644028056243239,-0.5761659596980317,-0.2041241452319315,0.8415211241756335,0.5696519211398117,-0.7701540462154053,1.3108092245078942,-1.1265784047960323,1.8314643567826752,-0.8662137381829913,-0.19200614429492763,-0.9607689228305227,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,1.253905463567579,-0.29488391230979427,0.7194246902796885,0,4.32
1,-0.45636003174593487,-1.1371304324889835,0.3187948396578847,-0.808919319085208,1.1109202321458795,1.1644028056243239,-0.5761659596980317,-0.2041241452319315,1.3601722049665477,-1.464819225788087,-0.7701540462154053,1.0459911529788835,0.3593329599699673,1.2118314908986425,0.18877294017866442,-0.19200614429492763,1.0408329997330663,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,1.253905463567579,-0.29488391230979427,-1.2789772271638906,1,4.85
2,-0.49715012827581895,1.7242956624268115,0.2529211160764107,-0.8691687799891018,1.3336179036807314,-0.21087609865637358,-0.5761659596980317,4.898979485566356,1.4477265507250685,-1.464819225788087,4.480896268889631,0.5497857896486844,0.34837765224080236,0.37373171476263173,0.10491159792966359,1.0080322575483707,1.0408329997330663,3.391164991562634,-1.4444444444444444,1.7795130420052185,1.0080322575483707,1.253905463567579,-0.29488391230979427,-1.2789772271638906,1,4.35
3,-0.4280290097515785,-0.5146202694773714,0.2529211160764107,-0.8568284738344039,1.3541747920870144,-0.21087609865637358,-0.5761659596980317,2.3474276701672125,1.538485543933726,-1.464819225788087,4.480896268889631,0.560355182615574,0.2869225254589484,1.0980237456207058,0.07176300789418434,1.0080322575483707,1.0408329997330663,3.391164991562634,-1.4444444444444444,1.7795130420052185,1.0080322575483707,1.253905463567579,-0.29488391230979427,-1.2789772271638906,0,4.24
4,-0.35257691782060013,1.5266461071757893,1.428616774898348,1.4458096782466685,1.5408366162308735,-0.21087609865637358,-0.5761659596980317,2.3474276701672125,1.1653731379176722,0.5696519211398117,4.480896268889631,0.7958631283784792,-1.2094333793717316,0.9186615885528135,-1.1296186618617645,1.0080322575483707,-0.9607689228305227,3.391164991562634,-1.4444444444444444,1.7795130420052185,1.0080322575483707,1.253905463567579,-0.29488391230979427,0.7194246902796885,0,3.8
5,-0.3301127631786013,0.19806395033584553,1.428616774898348,0.44161878883700834,1.4580025588971464,-0.21087609865637358,-0.5761659596980317,4.898979485566356,1.1408837018912754,0.5696519211398117,4.480896268889631,0.808110449470932,-1.3162889613068005,1.409545474930464,-1.2232840148953543,1.0080322575483707,-0.9607689228305227,3.391164991562634,-1.4444444444444444,1.7795130420052185,1.0080322575483707,1.253905463567579,-0.29488391230979427,0.7194246902796885,1,3.76
6,-0.4822787032930759,0.3554541427359518,-0.5978824626013804,-0.6675746948241217,1.0063348284462168,0.24755020277052556,-0.5761659596980317,-0.2041241452319315,2.0641309961831067,-1.464819225788087,-0.7701540462154053,-0.5782043775190429,-0.008119103215322807,0.08861627208199789,-0.6224758718526248,-0.19200614429492763,1.0408329997330663,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,-0.20412414523193168,-0.29488391230979427,-1.2789772271638906,0,4.5
7,-0.6403099705097661,1.4645698381699017,0.4482876802101576,-1.505960537659349,1.3796207936780134,0.24755020277052556,-0.5761659596980317,-0.2041241452319315,1.3621123158024975,-0.4475836523241376,-0.7701540462154053,0.5184910011296041,-0.6032147601800106,0.7185373476792389,-0.658975251288319,-0.19200614429492763,1.0408329997330663,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,0.5248906591678237,-0.29488391230979427,-0.2797762684421011,1,3.66
8,-0.695971975047791,1.7253583862532509,1.0361518473501896,0.2566152984609339,2.0126361424934527,0.24755020277052556,-0.5761659596980317,-0.2041241452319315,0.887709508999413,0.5696519211398117,-0.7701540462154053,0.6088370411618189,-1.0162635024294888,0.15994349384110046,-1.0945300339779223,-0.19200614429492763,1.0408329997330663,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,0.5248906591678237,-0.29488391230979427,-0.2797762684421011,0,3.08
9,-0.8831080221371584,1.5375957160776283,1.6239833390320957,0.6631202869469965,1.9770670275376543,0.24755020277052556,-0.5761659596980317,-0.2041241452319315,-0.2750780231524186,1.586887494603761,-0.7701540462154053,0.7342923387772732,-1.2696468031527641,0.7161720284110205,0.4165791922875368,-0.19200614429492763,-0.9607689228305227,-0.29488391230979427,-1.4444444444444444,1.7795130420052185,-0.19200614429492763,0.5248906591678237,-0.29488391230979427,-0.2797762684421011,1,2.9
