,params,cv_0_loss,cv_0_r^2,cv_0_mse,cv_0_mae,cv_0_true_values,cv_0_pred_values,cv_0_train_r^2,cv_0_train_mse,cv_0_train_mae,cv_0_train_true_values,cv_0_train_pred_values,cv_1_loss,cv_1_r^2,cv_1_mse,cv_1_mae,cv_1_true_values,cv_1_pred_values,cv_1_train_r^2,cv_1_train_mse,cv_1_train_mae,cv_1_train_true_values,cv_1_train_pred_values
0,"{'lr': 0.00014063989290627956, 'train_type': 'predictor_and_readout', 'weight_decay': 0.03177412302918954}",0.26258036494255066,0.959,0.263,0.367,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211, 4.320000171661377, 4.349999904632568, 3.799999952316284, 3.759999990463257, 2.9000000953674316, 3.880000114440918, 4.110000133514404, 3.619999885559082, 3.759999990463257, 3.9800000190734863, 3.7799999713897705, 4.090000152587891, 4.170000076293945, 4.599999904632568, 4.690000057220459, 4.590000152587891, 3.880000114440918, 3.759999990463257, 4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055]","[9.207836151123047, 10.351341247558594, 9.879228591918945, 6.949444770812988, 11.093719482421875, 6.790721416473389, 11.105371475219727, 10.46183967590332, 7.767304420471191, 11.367777824401855, 10.858716011047363, 11.354096412658691, 8.378091812133789, 6.385721683502197, 6.385721683502197, 7.374923229217529, 7.374923229217529, 7.130666732788086, 8.81408405303955, 9.056147575378418, 7.981354236602783, 9.846386909484863, 9.601574897766113, 10.917424201965332, 9.411785125732422, 10.781302452087402, 7.735480785369873, 8.05252742767334, 8.947585105895996, 9.871577262878418, 11.108945846557617, 10.529826164245605, 6.602234363555908, 8.496362686157227, 7.425585746765137, 9.403440475463867, 7.747970104217529, 9.793947219848633, 10.34226131439209, 10.351341247558594, 8.08360767364502, 7.242211818695068, 7.411778926849365, 9.381945610046387, 9.134387016296387, 4.295540809631348, 4.584874629974365, 3.842399835586548, 3.842399835586548, 3.4649951457977295, 3.959172487258911, 4.02058744430542, 3.737515926361084, 3.758972406387329, 4.065914154052734, 3.758960008621216, 4.2432451248168945, 4.154525279998779, 4.588012218475342, 4.690466403961182, 4.3907151222229, 3.747529983520508, 3.747529983520508, 3.8375937938690186, 4.230035305023193, 4.686150550842285, 4.686150074005127]",0.996,0.027,0.132,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109, 4.849999904632568, 4.5, 3.6600000858306885, 3.0799999237060547, 3.8299999237060547, 3.9200000762939453, 4.179999828338623, 4.119999885559082, 3.25, 4.019999980926514, 3.809999942779541, 4.360000133514404, 3.549999952316284, 5.079999923706055, 4.75, 4.349999904632568, 3.869999885559082, 4.260000228881836, 4.380000114440918, 4.179999828338623, 3.509999990463257]","[8.841402053833008, 8.841402053833008, 9.879493713378906, 6.489141941070557, 11.145072937011719, 11.137141227722168, 10.947053909301758, 10.959317207336426, 11.312928199768066, 8.053182601928711, 7.694680213928223, 10.795573234558105, 6.310596466064453, 6.727416038513184, 8.754344940185547, 6.994871139526367, 9.290026664733887, 7.131350517272949, 5.156188488006592, 6.537809371948242, 8.132513999938965, 9.973596572875977, 8.813766479492188, 9.055604934692383, 9.501901626586914, 9.501901626586914, 7.884908676147461, 6.158304214477539, 7.548691272735596, 9.151966094970703, 9.948246002197266, 10.776566505432129, 10.24358081817627, 10.531219482421875, 9.907598495483398, 9.72262954711914, 7.3772478103637695, 9.043617248535156, 9.46054744720459, 9.514827728271484, 10.210811614990234, 9.59642219543457, 9.114786148071289, 7.243711471557617, 7.412750720977783, 4.688839912414551, 4.67073917388916, 3.600694417953491, 3.3444199562072754, 3.960090160369873, 4.021376609802246, 4.2674360275268555, 4.2674360275268555, 3.359283924102783, 3.888218879699707, 3.7589149475097656, 4.401482582092285, 3.547769784927368, 4.688839912414551, 4.654914379119873, 4.24409294128418, 4.0708465576171875, 4.207374095916748, 4.46423864364624, 3.8369011878967285, 3.428126811981201]",0.5233086943626404,0.923,0.523,0.467,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109, 4.849999904632568, 4.5, 3.6600000858306885, 3.0799999237060547, 3.8299999237060547, 3.9200000762939453, 4.179999828338623, 4.119999885559082, 3.25, 4.019999980926514, 3.809999942779541, 4.360000133514404, 3.549999952316284, 5.079999923706055, 4.75, 4.349999904632568, 3.869999885559082, 4.260000228881836, 4.380000114440918, 4.179999828338623, 3.509999990463257]","[8.501279830932617, 8.501279830932617, 9.87016487121582, 5.812179088592529, 10.089280128479004, 10.345986366271973, 9.024916648864746, 10.25849437713623, 10.58459186553955, 8.509451866149902, 7.993835926055908, 10.148143768310547, 4.431443214416504, 6.1603522300720215, 8.446648597717285, 6.6224236488342285, 9.828897476196289, 7.5546345710754395, 7.9812541007995605, 8.583319664001465, 9.08893871307373, 10.129185676574707, 8.65787410736084, 8.902297973632812, 9.310397148132324, 9.310397148132324, 7.691979885101318, 6.956287860870361, 7.410139560699463, 9.449496269226074, 9.958504676818848, 10.90068244934082, 9.907894134521484, 10.173869132995605, 9.515427589416504, 9.314724922180176, 8.11252212524414, 8.921823501586914, 9.237346649169922, 9.261887550354004, 9.864856719970703, 9.352351188659668, 9.285077095031738, 7.174818515777588, 7.516799449920654, 4.626415729522705, 4.6202712059021, 3.721872568130493, 3.46001935005188, 3.9633946418762207, 4.028225421905518, 4.275207042694092, 4.275207042694092, 3.1703591346740723, 3.366809129714966, 3.667046070098877, 4.430952072143555, 3.7517435550689697, 4.626415729522705, 4.571255207061768, 4.368321418762207, 4.284307479858398, 4.465394973754883, 4.594086647033691, 4.0439133644104, 3.2095530033111572]",0.993,0.044,0.155,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211, 4.320000171661377, 4.349999904632568, 3.799999952316284, 3.759999990463257, 2.9000000953674316, 3.880000114440918, 4.110000133514404, 3.619999885559082, 3.759999990463257, 3.9800000190734863, 3.7799999713897705, 4.090000152587891, 4.170000076293945, 4.599999904632568, 4.690000057220459, 4.590000152587891, 3.880000114440918, 3.759999990463257, 4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055]","[9.079850196838379, 10.494080543518066, 9.869485855102539, 6.420406341552734, 10.260315895080566, 6.152110576629639, 10.314021110534668, 9.524916648864746, 6.826573371887207, 10.689933776855469, 10.34981632232666, 10.675549507141113, 8.351302146911621, 6.82725715637207, 6.82725715637207, 6.718015670776367, 6.718015670776367, 7.5547590255737305, 8.657149314880371, 8.90184497833252, 7.9811601638793945, 9.027764320373535, 9.86902904510498, 10.362202644348145, 9.556126594543457, 10.254902839660645, 8.35110855102539, 9.360629081726074, 8.960466384887695, 9.935444831848145, 10.526480674743652, 10.177342414855957, 7.254265785217285, 8.403836250305176, 8.156126976013184, 9.28551197052002, 7.579829216003418, 9.470580101013184, 10.487799644470215, 10.494080543518066, 8.210247039794922, 7.174361228942871, 7.515403747558594, 9.339798927307129, 9.214473724365234, 4.2898640632629395, 4.474158763885498, 3.8833794593811035, 3.8833794593811035, 3.206348419189453, 3.963209629058838, 4.027950763702393, 3.5263185501098633, 3.6599197387695312, 3.83858585357666, 3.666534900665283, 4.090292453765869, 4.172018051147461, 4.585903644561768, 4.626220703125, 4.531467914581299, 3.8093771934509277, 3.8093771934509277, 4.04325532913208, 4.492096900939941, 4.691434860229492, 4.691434383392334]"
1,"{'lr': 0.009962312266138642, 'train_type': 'predictor_and_readout', 'weight_decay': 0.0013721981987114976}",0.348603218793869,0.945,0.349,0.447,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211, 4.320000171661377, 4.349999904632568, 3.799999952316284, 3.759999990463257, 2.9000000953674316, 3.880000114440918, 4.110000133514404, 3.619999885559082, 3.759999990463257, 3.9800000190734863, 3.7799999713897705, 4.090000152587891, 4.170000076293945, 4.599999904632568, 4.690000057220459, 4.590000152587891, 3.880000114440918, 3.759999990463257, 4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055]","[9.990531921386719, 9.991395950317383, 9.480874061584473, 6.010721683502197, 10.489270210266113, 6.009793758392334, 10.489270210266113, 10.6039457321167, 7.876162052154541, 10.6039457321167, 10.603949546813965, 10.6039457321167, 9.281996726989746, 7.190852642059326, 7.190852642059326, 7.290256977081299, 7.290256977081299, 7.477875232696533, 8.82731819152832, 9.565439224243164, 7.91409158706665, 10.176400184631348, 10.61047649383545, 10.613232612609863, 10.610565185546875, 10.613327026367188, 8.3175048828125, 10.599749565124512, 10.174859046936035, 10.228830337524414, 10.625025749206543, 10.226017951965332, 7.132983684539795, 8.556761741638184, 7.132010459899902, 9.218436241149902, 7.701969146728516, 9.991397857666016, 9.991395950317383, 9.991395950317383, 7.424156665802002, 7.3977437019348145, 7.785717487335205, 9.269841194152832, 7.700483798980713, 4.232049942016602, 4.195967197418213, 4.195966720581055, 4.195966720581055, 3.7412357330322266, 4.1959662437438965, 4.195968151092529, 4.194261074066162, 4.194262981414795, 4.196629047393799, 4.194262981414795, 4.196632385253906, 4.233582019805908, 4.232052803039551, 4.232052803039551, 4.191888332366943, 4.187996864318848, 4.187996864318848, 4.188190937042236, 4.188224792480469, 4.188200950622559, 4.188200950622559]",0.968,0.217,0.364,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109, 4.849999904632568, 4.5, 3.6600000858306885, 3.0799999237060547, 3.8299999237060547, 3.9200000762939453, 4.179999828338623, 4.119999885559082, 3.25, 4.019999980926514, 3.809999942779541, 4.360000133514404, 3.549999952316284, 5.079999923706055, 4.75, 4.349999904632568, 3.869999885559082, 4.260000228881836, 4.380000114440918, 4.179999828338623, 3.509999990463257]","[8.857988357543945, 8.857988357543945, 9.503867149353027, 5.998990058898926, 10.48344612121582, 10.618934631347656, 10.390501022338867, 10.48173713684082, 10.618934631347656, 8.500774383544922, 8.013943672180176, 10.618934631347656, 6.680368423461914, 7.016216278076172, 9.27804946899414, 7.007417678833008, 10.61506175994873, 7.4668378829956055, 5.779101848602295, 6.554144859313965, 8.430249214172363, 9.99678897857666, 8.850805282592773, 9.579610824584961, 9.577406883239746, 9.577406883239746, 7.930107116699219, 6.124294281005859, 7.929725646972656, 8.601385116577148, 10.598308563232422, 10.228212356567383, 10.619199752807617, 10.224970817565918, 10.224971771240234, 10.224950790405273, 7.120656490325928, 9.231389999389648, 9.99636459350586, 9.487409591674805, 9.88537883758545, 9.885377883911133, 9.334385871887207, 7.393285751342773, 7.830523490905762, 4.205888748168945, 4.205888748168945, 3.74914288520813, 3.748229742050171, 4.171728134155273, 4.17172908782959, 4.17172908782959, 4.17172908782959, 4.170270919799805, 4.168057918548584, 4.170289039611816, 4.205886363983154, 4.208078861236572, 4.205888748168945, 4.213496208190918, 4.1680588722229, 4.164340496063232, 4.164552688598633, 4.164588451385498, 4.164523124694824, 4.170278072357178]",0.6534215211868286,0.904,0.653,0.517,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109, 4.849999904632568, 4.5, 3.6600000858306885, 3.0799999237060547, 3.8299999237060547, 3.9200000762939453, 4.179999828338623, 4.119999885559082, 3.25, 4.019999980926514, 3.809999942779541, 4.360000133514404, 3.549999952316284, 5.079999923706055, 4.75, 4.349999904632568, 3.869999885559082, 4.260000228881836, 4.380000114440918, 4.179999828338623, 3.509999990463257]","[8.442517280578613, 8.442517280578613, 9.49432373046875, 6.302407264709473, 10.182844161987305, 10.217619895935059, 6.750456809997559, 10.18602466583252, 10.217618942260742, 7.7942304611206055, 7.7635722160339355, 10.217710494995117, 6.916243553161621, 7.138749122619629, 8.439486503601074, 7.156954765319824, 9.87358283996582, 7.181462287902832, 7.185165882110596, 7.25551176071167, 7.890495300292969, 10.182435035705566, 8.490440368652344, 9.548771858215332, 9.55402946472168, 9.55402946472168, 8.320250511169434, 7.126010894775391, 8.320747375488281, 8.611701965332031, 10.167380332946777, 10.215141296386719, 10.216219902038574, 10.210904121398926, 10.210254669189453, 10.188729286193848, 7.67384147644043, 9.194765090942383, 10.16878890991211, 8.809778213500977, 9.857529640197754, 9.857137680053711, 8.96552562713623, 7.508853435516357, 8.189515113830566, 4.10357141494751, 4.10357141494751, 4.103631973266602, 4.103550910949707, 4.103451728820801, 4.103454113006592, 4.103454113006592, 4.103454113006592, 4.103058338165283, 4.103560447692871, 4.10305643081665, 4.103570938110352, 4.103918075561523, 4.10357141494751, 4.10396146774292, 4.1035637855529785, 4.103434085845947, 4.103444576263428, 4.103445053100586, 4.103444576263428, 4.103045463562012]",0.966,0.215,0.368,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211, 4.320000171661377, 4.349999904632568, 3.799999952316284, 3.759999990463257, 2.9000000953674316, 3.880000114440918, 4.110000133514404, 3.619999885559082, 3.759999990463257, 3.9800000190734863, 3.7799999713897705, 4.090000152587891, 4.170000076293945, 4.599999904632568, 4.690000057220459, 4.590000152587891, 3.880000114440918, 3.759999990463257, 4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055]","[10.098482131958008, 10.133478164672852, 9.373714447021484, 6.289201736450195, 10.145760536193848, 6.289281368255615, 10.145755767822266, 10.14537239074707, 7.613781929016113, 10.152667045593262, 10.151516914367676, 10.152668952941895, 8.274270057678223, 6.917154312133789, 6.917154312133789, 6.924158096313477, 6.924158096313477, 7.136632919311523, 8.347725868225098, 9.438798904418945, 8.176080703735352, 8.734973907470703, 9.828624725341797, 10.149810791015625, 9.828346252441406, 10.149145126342773, 7.687016010284424, 9.589214324951172, 9.351042747497559, 10.025678634643555, 10.18147087097168, 10.076056480407715, 7.586255073547363, 8.516877174377441, 7.585783004760742, 9.101873397827148, 7.4569573402404785, 10.13349437713623, 10.133478164672852, 10.133478164672852, 7.479483604431152, 7.470296859741211, 8.072272300720215, 9.093239784240723, 9.23100471496582, 4.098945617675781, 4.098832130432129, 4.098830223083496, 4.098830223083496, 4.0984673500061035, 4.098830223083496, 4.098832607269287, 4.098450183868408, 4.098450183868408, 4.098940849304199, 4.098450183868408, 4.098941326141357, 4.099325656890869, 4.098946571350098, 4.098946571350098, 4.098939895629883, 4.098814487457275, 4.098814487457275, 4.098827838897705, 4.098828315734863, 4.098828315734863, 4.098828315734863]"
