,params,cv_0_loss,cv_0_r^2,cv_0_mse,cv_0_mae,cv_0_true_values,cv_0_pred_values,cv_0_train_r^2,cv_0_train_mse,cv_0_train_mae,cv_0_train_true_values,cv_0_train_pred_values,cv_1_loss,cv_1_r^2,cv_1_mse,cv_1_mae,cv_1_true_values,cv_1_pred_values,cv_1_train_r^2,cv_1_train_mse,cv_1_train_mae,cv_1_train_true_values,cv_1_train_pred_values
0,"{'lr': 0.021876094150770117, 'train_type': 'only_predictor', 'weight_decay': 0.01819636121972472}",2.0043790340423584,-0.004,2.004,1.206,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[8.865028381347656, 8.865028381347656, 8.86508846282959, 8.905940055847168, 8.905701637268066, 8.905941009521484, 8.905701637268066, 8.9059476852417, 8.905949592590332, 8.9059476852417, 8.9059476852417, 8.9059476852417, 8.905926704406738, 8.90593433380127, 8.90593433380127, 8.90593433380127, 8.90593433380127, 8.905920028686523, 8.86508846282959, 8.86508846282959, 8.905693054199219, 8.865487098693848, 8.905926704406738, 8.905926704406738, 8.905926704406738, 8.905926704406738, 8.905949592590332, 8.9059476852417, 8.865485191345215, 8.865485191345215, 8.905904769897461, 8.865485191345215, 8.865121841430664, 8.865033149719238, 8.865121841430664, 8.865031242370605, 8.865553855895996, 8.865028381347656, 8.865028381347656, 8.865028381347656, 8.86510944366455, 8.865111351013184, 8.86510944366455, 8.86510944366455, 8.86512279510498]",-0.001,2.54,1.325,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.865730285644531, 8.865730285644531, 8.865730285644531, 8.90660285949707, 8.90641975402832, 8.90656852722168, 8.906566619873047, 8.90641975402832, 8.90656852722168, 8.906612396240234, 8.906612396240234, 8.90656852722168, 8.906651496887207, 8.906610488891602, 8.90658950805664, 8.906609535217285, 8.90656852722168, 8.90658187866211, 8.866055488586426, 8.866019248962402, 8.866004943847656, 8.865686416625977, 8.865730285644531, 8.865730285644531, 8.865730285644531, 8.865730285644531, 8.906410217285156, 8.906434059143066, 8.906410217285156, 8.90658950805664, 8.906610488891602, 8.866006851196289, 8.90656852722168, 8.86602783203125, 8.86602783203125, 8.86602783203125, 8.865767478942871, 8.86568832397461, 8.865686416625977, 8.866029739379883, 8.865690231323242, 8.865690231323242, 8.865743637084961, 8.865745544433594, 8.865745544433594]",2.532886505126953,0.001,2.533,1.315,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.901558876037598, 8.901558876037598, 8.901558876037598, 8.818733215332031, 8.819896697998047, 8.818998336791992, 8.8187255859375, 8.819896697998047, 8.818998336791992, 8.819446563720703, 8.819446563720703, 8.818998336791992, 8.818964004516602, 8.81898021697998, 8.819241523742676, 8.818981170654297, 8.818997383117676, 8.81903076171875, 8.8997220993042, 8.899715423583984, 8.899724006652832, 8.90172290802002, 8.901557922363281, 8.901558876037598, 8.901558876037598, 8.901558876037598, 8.819670677185059, 8.819673538208008, 8.819669723510742, 8.819217681884766, 8.819437026977539, 8.900457382202148, 8.81899642944336, 8.900500297546387, 8.900500297546387, 8.900500297546387, 8.90172004699707, 8.901721954345703, 8.90172290802002, 8.900498390197754, 8.901721954345703, 8.901721954345703, 8.901546478271484, 8.901546478271484, 8.901546478271484]",0.004,1.99,1.201,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[8.940179824829102, 8.940179824829102, 8.939948081970215, 8.85810661315918, 8.8590726852417, 8.85810661315918, 8.8590726852417, 8.858746528625488, 8.858756065368652, 8.858746528625488, 8.858746528625488, 8.858746528625488, 8.858746528625488, 8.858708381652832, 8.858708381652832, 8.858708381652832, 8.858708381652832, 8.858702659606934, 8.939948081970215, 8.939948081970215, 8.859045028686523, 8.939671516418457, 8.858721733093262, 8.858723640441895, 8.858721733093262, 8.858722686767578, 8.858749389648438, 8.858744621276855, 8.939672470092773, 8.93967342376709, 8.858697891235352, 8.939671516418457, 8.940176963806152, 8.940178871154785, 8.940176963806152, 8.940178871154785, 8.939667701721191, 8.940179824829102, 8.940179824829102, 8.940179824829102, 8.939934730529785, 8.939934730529785, 8.939934730529785, 8.939934730529785, 8.940176963806152]"
1,"{'lr': 0.027803824348457403, 'train_type': 'only_predictor', 'weight_decay': 0.0020973630918657026}",1.9830728769302368,0.007,1.983,1.201,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[8.985254287719727, 8.985254287719727, 8.984970092773438, 8.803439140319824, 8.803321838378906, 8.803439140319824, 8.803321838378906, 8.80359935760498, 8.80359935760498, 8.803598403930664, 8.80359935760498, 8.803598403930664, 8.803601264953613, 8.803604125976562, 8.803604125976562, 8.803604125976562, 8.803604125976562, 8.80360221862793, 8.984970092773438, 8.984970092773438, 8.803324699401855, 8.985993385314941, 8.80359935760498, 8.80359935760498, 8.80359935760498, 8.80359935760498, 8.80359935760498, 8.80359935760498, 8.985992431640625, 8.985992431640625, 8.803600311279297, 8.985992431640625, 8.985260009765625, 8.985255241394043, 8.985260009765625, 8.985254287719727, 8.985998153686523, 8.985254287719727, 8.985254287719727, 8.985254287719727, 8.984970092773438, 8.984970092773438, 8.984970092773438, 8.984970092773438, 8.985251426696777]",0.001,2.534,1.303,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.972261428833008, 8.972261428833008, 8.972261428833008, 8.790255546569824, 8.790175437927246, 8.790337562561035, 8.790254592895508, 8.79017448425293, 8.790337562561035, 8.790337562561035, 8.790337562561035, 8.790337562561035, 8.790339469909668, 8.790339469909668, 8.790338516235352, 8.790338516235352, 8.790337562561035, 8.790339469909668, 8.972611427307129, 8.972611427307129, 8.972610473632812, 8.97242259979248, 8.972261428833008, 8.972261428833008, 8.972261428833008, 8.972261428833008, 8.790176391601562, 8.790176391601562, 8.790176391601562, 8.790337562561035, 8.790337562561035, 8.972867012023926, 8.790337562561035, 8.972870826721191, 8.972870826721191, 8.972870826721191, 8.972426414489746, 8.972424507141113, 8.97242259979248, 8.972870826721191, 8.972424507141113, 8.972424507141113, 8.972262382507324, 8.972262382507324, 8.972261428833008]",2.537900924682617,-0.001,2.538,1.317,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.902647018432617, 8.902647018432617, 8.902647018432617, 8.902649879455566, 8.90264892578125, 8.9026517868042, 8.902649879455566, 8.90264892578125, 8.9026517868042, 8.902650833129883, 8.902650833129883, 8.9026517868042, 8.9026517868042, 8.9026517868042, 8.902650833129883, 8.9026517868042, 8.9026517868042, 8.9026517868042, 8.90264892578125, 8.90264892578125, 8.902647972106934, 8.902647018432617, 8.902647018432617, 8.902647018432617, 8.902647018432617, 8.902647018432617, 8.90264892578125, 8.90264892578125, 8.90264892578125, 8.902650833129883, 8.902650833129883, 8.902649879455566, 8.9026517868042, 8.902649879455566, 8.902649879455566, 8.902649879455566, 8.9026460647583, 8.902647018432617, 8.902647018432617, 8.902649879455566, 8.902647018432617, 8.902647018432617, 8.902647018432617, 8.902647018432617, 8.902647018432617]",-0.001,2.0,1.203,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901057243347168, 8.901056289672852, 8.901057243347168, 8.901056289672852, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901054382324219, 8.901054382324219, 8.901056289672852, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901058197021484, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901058197021484, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219, 8.901054382324219]"
2,"{'lr': 0.0007807374795530878, 'train_type': 'only_predictor', 'weight_decay': 0.00017657369224082775}",0.31659042835235596,0.841,0.317,0.439,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[9.061911582946777, 10.112784385681152, 9.881731986999512, 6.534782409667969, 11.04706859588623, 6.486355304718018, 11.054214477539062, 10.744161605834961, 7.877201557159424, 10.976641654968262, 10.852317810058594, 10.975509643554688, 8.059871673583984, 6.519689559936523, 6.519689559936523, 7.475162029266357, 7.475162029266357, 7.060666084289551, 8.899513244628906, 9.092523574829102, 7.924439430236816, 8.937334060668945, 9.793132781982422, 10.691843032836914, 9.526865005493164, 10.456045150756836, 7.967451095581055, 8.658645629882812, 9.466635704040527, 10.022822380065918, 10.67066764831543, 10.874366760253906, 7.015019416809082, 8.330451011657715, 7.410624980926514, 9.197110176086426, 7.2704176902771, 9.271085739135742, 10.111865997314453, 10.112784385681152, 8.192517280578613, 7.154748916625977, 7.352774143218994, 9.343518257141113, 8.71622085571289]",0.993,0.018,0.105,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.73169994354248, 8.73169994354248, 9.884767532348633, 6.4567461013793945, 10.991434097290039, 11.149808883666992, 11.295248031616211, 11.102354049682617, 11.156546592712402, 7.971999168395996, 7.846202373504639, 11.025833129882812, 6.401884078979492, 6.748622894287109, 8.622462272644043, 6.895581245422363, 9.06127643585205, 7.065258979797363, 5.0465407371521, 6.584153175354004, 8.115567207336426, 10.08804988861084, 8.903633117675781, 9.098369598388672, 9.577872276306152, 9.577872276306152, 7.910638332366943, 5.962528228759766, 7.679058074951172, 9.032928466796875, 10.035213470458984, 10.778724670410156, 10.4773588180542, 10.340717315673828, 9.958651542663574, 9.819122314453125, 7.417665958404541, 9.177186965942383, 9.534866333007812, 9.53658390045166, 9.989627838134766, 9.679265975952148, 8.997081756591797, 7.162169933319092, 7.362112998962402]",0.583940863609314,0.77,0.584,0.531,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.174107551574707, 8.174107551574707, 9.803479194641113, 5.954617023468018, 10.297074317932129, 10.530713081359863, 8.327739715576172, 10.454463958740234, 10.540196418762207, 6.943751335144043, 6.503654956817627, 10.540125846862793, 6.8853230476379395, 6.963703155517578, 9.030476570129395, 7.665860176086426, 9.577489852905273, 7.269200801849365, 7.09273624420166, 7.35000467300415, 7.940676212310791, 10.42431926727295, 8.633858680725098, 9.075165748596191, 9.237284660339355, 9.237284660339355, 7.950676918029785, 7.1927103996276855, 7.615436553955078, 9.481431007385254, 9.744231224060059, 10.79857349395752, 10.31347942352295, 9.989947319030762, 9.830479621887207, 9.71051025390625, 7.999268054962158, 9.225077629089355, 9.558853149414062, 8.948281288146973, 9.880717277526855, 9.313371658325195, 8.765707015991211, 7.019825458526611, 7.6156415939331055]",0.98,0.041,0.14,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[9.009283065795898, 10.620758056640625, 9.835573196411133, 6.3566389083862305, 10.413087844848633, 6.221986770629883, 10.42208480834961, 10.072851181030273, 6.386569976806641, 10.522387504577637, 10.324747085571289, 10.518126487731934, 8.70014762878418, 6.951500415802002, 6.951500415802002, 6.607460975646973, 6.607460975646973, 7.30100154876709, 8.687376022338867, 9.129373550415039, 8.032754898071289, 8.998151779174805, 9.945419311523438, 10.25339126586914, 9.816298484802246, 10.16002082824707, 8.629524230957031, 9.460110664367676, 9.03438663482666, 9.920433044433594, 10.458808898925781, 10.174308776855469, 7.371890068054199, 8.412394523620605, 8.046587944030762, 9.443336486816406, 7.622692108154297, 9.262029647827148, 10.620426177978516, 10.620758056640625, 7.962718963623047, 7.065732955932617, 7.661500930786133, 9.519479751586914, 9.438959121704102]"
3,"{'lr': 9.514099765922082e-05, 'train_type': 'only_predictor', 'weight_decay': 0.03556610106778942}",0.40197089314460754,0.799,0.402,0.509,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[9.33823013305664, 10.547521591186523, 10.046547889709473, 7.03153133392334, 10.940622329711914, 6.848411560058594, 10.953903198242188, 10.519781112670898, 7.569289207458496, 11.27800178527832, 10.760931968688965, 11.27328872680664, 8.317770004272461, 6.734396934509277, 6.734396934509277, 7.6156907081604, 7.6156907081604, 7.532530307769775, 8.788629531860352, 8.897306442260742, 8.111145973205566, 9.673568725585938, 9.668752670288086, 10.938289642333984, 9.336030960083008, 10.788554191589355, 7.576050758361816, 8.088330268859863, 8.840333938598633, 9.806282043457031, 11.323202133178711, 10.9298734664917, 6.602718830108643, 8.460162162780762, 7.176822662353516, 9.36288070678711, 7.85695219039917, 9.753009796142578, 10.543685913085938, 10.547521591186523, 8.002578735351562, 7.287397384643555, 7.433406829833984, 9.6351318359375, 8.889053344726562]",0.955,0.113,0.26,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.767763137817383, 8.767763137817383, 10.050496101379395, 6.634440898895264, 10.951647758483887, 11.218526840209961, 10.493216514587402, 10.823417663574219, 11.25595760345459, 7.93381404876709, 7.55641508102417, 10.326689720153809, 6.033667087554932, 6.698017120361328, 8.97179126739502, 7.203348159790039, 9.767105102539062, 7.536503791809082, 5.568484783172607, 6.614320278167725, 7.742805004119873, 10.177047729492188, 8.78593635559082, 8.894281387329102, 9.634333610534668, 9.634333610534668, 7.795823574066162, 6.43490743637085, 7.220327854156494, 9.140690803527832, 9.835468292236328, 10.933964729309082, 10.435611724853516, 10.525442123413086, 9.79285717010498, 9.717239379882812, 7.1198039054870605, 8.871779441833496, 9.55858039855957, 9.440032958984375, 10.138229370117188, 9.321828842163086, 9.270627975463867, 7.288311004638672, 7.432639122009277]",0.69074946641922,0.728,0.691,0.565,"[8.890000343322754, 8.949999809265137, 9.789999961853027, 6.519999980926514, 11.229999542236328, 11.270000457763672, 11.279999732971191, 10.890000343322754, 11.119999885559082, 7.71999979019165, 8.050000190734863, 11.210000038146973, 6.440000057220459, 6.880000114440918, 8.640000343322754, 6.789999961853027, 9.050000190734863, 7.019999980926514, 5.0, 6.619999885559082, 8.100000381469727, 9.859999656677246, 8.739999771118164, 9.039999961853027, 9.579999923706055, 9.479999542236328, 7.78000020980835, 5.840000152587891, 7.829999923706055, 9.010000228881836, 10.050000190734863, 10.75, 10.1899995803833, 10.359999656677246, 10.020000457763672, 9.739999771118164, 7.449999809265137, 9.119999885559082, 9.569999694824219, 9.569999694824219, 10.210000038146973, 9.579999923706055, 9.319999694824219, 7.179999828338623, 7.159999847412109]","[8.669842720031738, 8.669842720031738, 9.898707389831543, 5.931880474090576, 9.922547340393066, 10.360504150390625, 8.704438209533691, 10.286065101623535, 10.707329750061035, 8.47137451171875, 8.01871109008789, 10.105864524841309, 4.424105644226074, 6.348085880279541, 8.603548049926758, 6.780152797698975, 10.009812355041504, 7.6255879402160645, 7.660172462463379, 8.19975471496582, 8.60276985168457, 10.104968070983887, 8.749245643615723, 8.886689186096191, 9.349570274353027, 9.349570274353027, 7.602646350860596, 6.834051609039307, 7.260476112365723, 9.390460968017578, 9.934287071228027, 10.853069305419922, 9.91091251373291, 9.948348045349121, 9.385375022888184, 9.174717903137207, 8.084304809570312, 8.701926231384277, 9.209186553955078, 9.337231636047363, 9.93720531463623, 9.33507251739502, 9.444886207580566, 7.19912576675415, 7.476590633392334]",0.969,0.062,0.194,"[9.449999809265137, 10.579999923706055, 9.770000457763672, 6.559999942779541, 10.420000076293945, 5.960000038146973, 10.380000114440918, 9.40999984741211, 6.369999885559082, 10.859999656677246, 10.399999618530273, 10.529999732971191, 8.869999885559082, 7.070000171661377, 7.110000133514404, 6.739999771118164, 6.21999979019165, 7.010000228881836, 8.600000381469727, 9.170000076293945, 7.989999771118164, 8.960000038146973, 9.550000190734863, 10.319999694824219, 9.75, 10.380000114440918, 8.670000076293945, 9.569999694824219, 9.020000457763672, 10.050000190734863, 10.460000038146973, 10.029999732971191, 7.199999809265137, 8.369999885559082, 8.130000114440918, 9.350000381469727, 7.590000152587891, 8.760000228881836, 10.520000457763672, 10.6899995803833, 7.949999809265137, 6.920000076293945, 7.760000228881836, 9.4399995803833, 9.40999984741211]","[9.066235542297363, 10.573861122131348, 9.899438858032227, 6.461757659912109, 10.259478569030762, 6.125969886779785, 10.30855655670166, 9.545281410217285, 6.95750617980957, 10.719943046569824, 10.289572715759277, 10.713235855102539, 8.33801555633545, 6.845328330993652, 6.845328330993652, 6.643894195556641, 6.643894195556641, 7.6254448890686035, 8.748396873474121, 8.885897636413574, 7.985020637512207, 9.018596649169922, 9.888116836547852, 10.398751258850098, 9.479738235473633, 10.243597030639648, 8.31580924987793, 9.302091598510742, 8.973244667053223, 9.928167343139648, 10.595316886901855, 10.159531593322754, 7.281943321228027, 8.398427963256836, 8.139283180236816, 9.2495698928833, 7.5560712814331055, 9.32575511932373, 10.567052841186523, 10.573861122131348, 8.153053283691406, 7.199901580810547, 7.476869583129883, 9.378768920898438, 9.21483039855957]"
