,params,cv_0_loss,cv_0_r^2,cv_0_mse,cv_0_mae,cv_0_true_values,cv_0_pred_values,cv_0_train_r^2,cv_0_train_mse,cv_0_train_mae,cv_0_train_true_values,cv_0_train_pred_values,cv_1_loss,cv_1_r^2,cv_1_mse,cv_1_mae,cv_1_true_values,cv_1_pred_values,cv_1_train_r^2,cv_1_train_mse,cv_1_train_mae,cv_1_train_true_values,cv_1_train_pred_values
0,"{'lr': 0.0008793259672811373, 'train_type': 'predictor_and_readout', 'weight_decay': 5.243806038657559e-05}",0.05217757821083069,0.826,0.052,0.174,"[2.869999885559082, 2.9200000762939453, 3.0199999809265137, 2.7200000286102295, 2.390000104904175, 2.2300000190734863, 2.25, 2.5, 2.5, 2.9000000953674316, 3.0299999713897705, 2.259999990463257, 2.059999942779541, 2.049999952316284, 1.5399999618530273, 2.880000114440918, 2.2200000286102295, 2.3499999046325684, 2.6600000858306885, 2.4700000286102295, 1.9299999475479126, 2.119999885559082, 1.4700000286102295, 1.190000057220459, 1.75, 2.5399999618530273, 2.6700000762939453, 2.4100000858306885, 1.590000033378601, 2.180000066757202, 1.190000057220459, 2.0899999141693115, 2.309999942779541, 1.1299999952316284, 0.9399999976158142, 0.9100000262260437, 1.350000023841858, 1.149999976158142, 1.2599999904632568, 2.819999933242798, 2.619999885559082, 1.9700000286102295, 1.9800000190734863, 1.7699999809265137, 2.5399999618530273, 1.75, 1.3700000047683716, 2.2100000381469727, 1.7300000190734863, 1.7000000476837158, 1.659999966621399, 0.9300000071525574, 1.309999942779541, 2.200000047683716, 1.4500000476837158, 1.7599999904632568, 1.7200000286102295, 1.940000057220459, 1.8700000047683716, 2.1600000858306885, 2.309999942779541, 2.559999942779541, 2.0399999618530273, 1.809999942779541, 1.7599999904632568, 1.2899999618530273, 2.2300000190734863, 2.5299999713897705, 2.1600000858306885, 1.6399999856948853, 1.3600000143051147, 2.0799999237060547]","[2.552572011947632, 2.552572011947632, 2.7685887813568115, 2.7685887813568115, 2.4274489879608154, 2.4274489879608154, 2.602294921875, 2.4682705402374268, 2.850236654281616, 3.0733797550201416, 2.9770913124084473, 2.409623384475708, 2.020066261291504, 2.038198947906494, 1.295056939125061, 2.784350633621216, 2.509399175643921, 2.2201712131500244, 2.3309524059295654, 2.1808111667633057, 1.9211138486862183, 2.122922658920288, 1.40375554561615, 1.2093470096588135, 2.0570549964904785, 2.3185598850250244, 2.437436819076538, 2.711716890335083, 1.8864797353744507, 2.2043745517730713, 1.0790917873382568, 1.9454230070114136, 1.8493003845214844, 1.061083197593689, 0.8862359523773193, 1.0298281908035278, 0.6028199195861816, 1.2609790563583374, 1.2609790563583374, 2.2130095958709717, 2.2130095958709717, 1.9319911003112793, 1.9319911003112793, 1.7133287191390991, 2.3185598850250244, 1.8137770891189575, 1.3390597105026245, 2.014716386795044, 1.7870630025863647, 1.7016575336456299, 1.577005386352539, 1.0603384971618652, 1.4653363227844238, 1.8387763500213623, 1.3055602312088013, 1.8814109563827515, 1.7834187746047974, 1.7408822774887085, 2.2011265754699707, 2.490410089492798, 2.3478991985321045, 2.7684566974639893, 2.0819756984710693, 1.9120784997940063, 1.8243976831436157, 1.6678601503372192, 2.0644123554229736, 2.671778678894043, 2.005841016769409, 1.6997087001800537, 1.6997087001800537, 2.2266228199005127]",0.952,0.016,0.084,"[2.880000114440918, 2.369999885559082, 2.880000114440918, 2.259999990463257, 1.8799999952316284, 2.190000057220459, 2.509999990463257, 2.140000104904175, 1.9600000381469727, 2.259999990463257, 2.950000047683716, 1.9199999570846558, 2.259999990463257, 2.680000066757202, 3.240000009536743, 2.2899999618530273, 2.490000009536743, 2.109999895095825, 2.9800000190734863, 2.119999885559082, 2.2799999713897705, 1.1200000047683716, 2.3499999046325684, 2.4200000762939453, 2.309999942779541, 2.7200000286102295, 2.299999952316284, 2.190000057220459, 2.200000047683716, 2.509999990463257, 1.649999976158142, 2.6600000858306885, 2.009999990463257, 1.3899999856948853, 1.8799999952316284, 1.840000033378601, 0.8399999737739563, 1.190000057220459, 1.350000023841858, 1.0099999904632568, 1.0800000429153442, 1.2599999904632568, 1.649999976158142, 0.5799999833106995, 2.509999990463257, 2.0299999713897705, 1.7799999713897705, 2.0399999618530273, 2.0, 1.3899999856948853, 2.119999885559082, 1.8799999952316284, 1.75, 1.190000057220459, 1.5099999904632568, 1.399999976158142, 1.1299999952316284, 1.5199999809265137, 1.399999976158142, 1.399999976158142, 1.4900000095367432, 1.2799999713897705, 1.559999942779541, 2.2799999713897705, 2.319999933242798, 2.569999933242798, 2.5, 2.2300000190734863, 3.0299999713897705, 3.259999990463257, 2.5399999618530273, 1.7899999618530273, 1.8300000429153442, 1.6399999856948853, 2.0399999618530273]","[2.979785919189453, 2.6748909950256348, 2.5586352348327637, 2.3251943588256836, 1.8116058111190796, 2.1794490814208984, 2.550102710723877, 1.96396005153656, 1.9972573518753052, 2.2256224155426025, 2.9267611503601074, 1.936248540878296, 2.3032474517822266, 2.593454599380493, 3.234384775161743, 2.248471975326538, 2.4183006286621094, 1.8459964990615845, 2.5048396587371826, 2.4892194271087646, 2.1804277896881104, 1.5713447332382202, 2.333420991897583, 2.467341423034668, 2.3830769062042236, 2.6457087993621826, 2.185760259628296, 2.235255002975464, 2.2569944858551025, 2.5003175735473633, 1.736092209815979, 2.7128143310546875, 1.939091444015503, 1.3871854543685913, 1.956786870956421, 1.802675724029541, 0.8851384520530701, 1.118025779724121, 1.4571179151535034, 1.0423133373260498, 1.0562026500701904, 1.3625777959823608, 1.630399227142334, 0.6754556894302368, 2.565070390701294, 2.0000107288360596, 1.6681007146835327, 2.0582754611968994, 1.9037152528762817, 1.4704736471176147, 2.139072895050049, 1.8750698566436768, 1.7338905334472656, 1.232665777206421, 1.5734504461288452, 1.3791996240615845, 1.0783064365386963, 1.4901925325393677, 1.4849766492843628, 1.3646520376205444, 1.5446662902832031, 1.2684413194656372, 1.5530039072036743, 2.239034414291382, 2.3502070903778076, 2.5674169063568115, 2.595329999923706, 2.3387582302093506, 2.9829399585723877, 3.1950604915618896, 2.318730115890503, 2.008606195449829, 1.6815444231033325, 1.7156823873519897, 2.0202744007110596]",0.06309168040752411,0.812,0.063,0.181,"[2.880000114440918, 2.369999885559082, 2.880000114440918, 2.259999990463257, 1.8799999952316284, 2.190000057220459, 2.509999990463257, 2.140000104904175, 1.9600000381469727, 2.259999990463257, 2.950000047683716, 1.9199999570846558, 2.259999990463257, 2.680000066757202, 3.240000009536743, 2.2899999618530273, 2.490000009536743, 2.109999895095825, 2.9800000190734863, 2.119999885559082, 2.2799999713897705, 1.1200000047683716, 2.3499999046325684, 2.4200000762939453, 2.309999942779541, 2.7200000286102295, 2.299999952316284, 2.190000057220459, 2.200000047683716, 2.509999990463257, 1.649999976158142, 2.6600000858306885, 2.009999990463257, 1.3899999856948853, 1.8799999952316284, 1.840000033378601, 0.8399999737739563, 1.190000057220459, 1.350000023841858, 1.0099999904632568, 1.0800000429153442, 1.2599999904632568, 1.649999976158142, 0.5799999833106995, 2.509999990463257, 2.0299999713897705, 1.7799999713897705, 2.0399999618530273, 2.0, 1.3899999856948853, 2.119999885559082, 1.8799999952316284, 1.75, 1.190000057220459, 1.5099999904632568, 1.399999976158142, 1.1299999952316284, 1.5199999809265137, 1.399999976158142, 1.399999976158142, 1.4900000095367432, 1.2799999713897705, 1.559999942779541, 2.2799999713897705, 2.319999933242798, 2.569999933242798, 2.5, 2.2300000190734863, 3.0299999713897705, 3.259999990463257, 2.5399999618530273, 1.7899999618530273, 1.8300000429153442, 1.6399999856948853, 2.0399999618530273]","[2.8680031299591064, 2.7165653705596924, 2.7165653705596924, 2.2240982055664062, 1.9724372625350952, 2.2530243396759033, 2.622408390045166, 2.1958119869232178, 2.1958119869232178, 2.5846340656280518, 2.675309181213379, 1.902876853942871, 2.2240982055664062, 2.571512222290039, 3.1116292476654053, 2.3528759479522705, 1.9386872053146362, 2.209873914718628, 2.787199020385742, 2.787199020385742, 2.2484562397003174, 2.0747053623199463, 2.415889263153076, 2.5781843662261963, 2.147801160812378, 2.5320816040039062, 2.3997786045074463, 2.3997786045074463, 2.3592543601989746, 2.7287678718566895, 1.8569172620773315, 2.576779842376709, 2.2595179080963135, 1.8073323965072632, 2.2682974338531494, 1.9829010963439941, 1.1054719686508179, 1.302132248878479, 1.3085535764694214, 1.1490286588668823, 1.1490286588668823, 1.266723394393921, 1.5570207834243774, 1.3637268543243408, 2.540786027908325, 1.8005033731460571, 1.8546422719955444, 2.102630853652954, 1.8754454851150513, 1.8073323965072632, 2.1104400157928467, 1.6635197401046753, 1.4306427240371704, 1.3021321296691895, 1.370811104774475, 1.1304881572723389, 1.0471864938735962, 1.6200851202011108, 1.3312509059906006, 1.1267292499542236, 1.4324743747711182, 1.2918933629989624, 1.609066128730774, 2.2200348377227783, 2.147801160812378, 2.6342718601226807, 2.390666961669922, 2.189824104309082, 2.8418893814086914, 2.8252737522125244, 2.299682378768921, 2.162961721420288, 1.5506137609481812, 1.5506137609481812, 2.0893383026123047]",0.979,0.006,0.061,"[2.869999885559082, 2.9200000762939453, 3.0199999809265137, 2.7200000286102295, 2.390000104904175, 2.2300000190734863, 2.25, 2.5, 2.5, 2.9000000953674316, 3.0299999713897705, 2.259999990463257, 2.059999942779541, 2.049999952316284, 1.5399999618530273, 2.880000114440918, 2.2200000286102295, 2.3499999046325684, 2.6600000858306885, 2.4700000286102295, 1.9299999475479126, 2.119999885559082, 1.4700000286102295, 1.190000057220459, 1.75, 2.5399999618530273, 2.6700000762939453, 2.4100000858306885, 1.590000033378601, 2.180000066757202, 1.190000057220459, 2.0899999141693115, 2.309999942779541, 1.1299999952316284, 0.9399999976158142, 0.9100000262260437, 1.350000023841858, 1.149999976158142, 1.2599999904632568, 2.819999933242798, 2.619999885559082, 1.9700000286102295, 1.9800000190734863, 1.7699999809265137, 2.5399999618530273, 1.75, 1.3700000047683716, 2.2100000381469727, 1.7300000190734863, 1.7000000476837158, 1.659999966621399, 0.9300000071525574, 1.309999942779541, 2.200000047683716, 1.4500000476837158, 1.7599999904632568, 1.7200000286102295, 1.940000057220459, 1.8700000047683716, 2.1600000858306885, 2.309999942779541, 2.559999942779541, 2.0399999618530273, 1.809999942779541, 1.7599999904632568, 1.2899999618530273, 2.2300000190734863, 2.5299999713897705, 2.1600000858306885, 1.6399999856948853, 1.3600000143051147, 2.0799999237060547]","[2.9211275577545166, 2.9241104125976562, 2.867743730545044, 2.8172805309295654, 2.3308746814727783, 2.3608896732330322, 2.3514649868011475, 2.565500020980835, 2.59936785697937, 2.8474011421203613, 3.0327470302581787, 2.3139383792877197, 2.0283188819885254, 2.0623486042022705, 1.5313268899917603, 2.882641077041626, 2.3118393421173096, 2.2301223278045654, 2.676635980606079, 2.486365795135498, 1.8952562808990479, 2.0932438373565674, 1.4376685619354248, 1.3689833879470825, 1.7392632961273193, 2.490213632583618, 2.6262176036834717, 2.479746103286743, 1.7378942966461182, 2.410212278366089, 1.2541041374206543, 1.9737067222595215, 2.3133366107940674, 1.0596067905426025, 0.9867128729820251, 1.0085331201553345, 1.369940996170044, 1.230137586593628, 1.2804837226867676, 2.7485597133636475, 2.7552521228790283, 2.0004029273986816, 2.0060367584228516, 1.8521933555603027, 2.4756884574890137, 1.8179851770401, 1.3994433879852295, 2.1493208408355713, 1.7415452003479004, 1.8959040641784668, 1.5727179050445557, 0.9569597244262695, 1.3259594440460205, 2.042524814605713, 1.4719499349594116, 1.6904349327087402, 1.7641406059265137, 1.8772878646850586, 1.8563017845153809, 2.1806726455688477, 2.285024881362915, 2.534731149673462, 2.016033172607422, 1.8602385520935059, 1.816827416419983, 1.3048162460327148, 2.2051401138305664, 2.555682420730591, 2.1612701416015625, 1.535449743270874, 1.5568699836730957, 2.022467613220215]"
1,"{'lr': 7.745807535093062e-05, 'train_type': 'only_predictor', 'weight_decay': 5.882335756032078e-05}",0.04816856607794762,0.839,0.048,0.171,"[2.869999885559082, 2.9200000762939453, 3.0199999809265137, 2.7200000286102295, 2.390000104904175, 2.2300000190734863, 2.25, 2.5, 2.5, 2.9000000953674316, 3.0299999713897705, 2.259999990463257, 2.059999942779541, 2.049999952316284, 1.5399999618530273, 2.880000114440918, 2.2200000286102295, 2.3499999046325684, 2.6600000858306885, 2.4700000286102295, 1.9299999475479126, 2.119999885559082, 1.4700000286102295, 1.190000057220459, 1.75, 2.5399999618530273, 2.6700000762939453, 2.4100000858306885, 1.590000033378601, 2.180000066757202, 1.190000057220459, 2.0899999141693115, 2.309999942779541, 1.1299999952316284, 0.9399999976158142, 0.9100000262260437, 1.350000023841858, 1.149999976158142, 1.2599999904632568, 2.819999933242798, 2.619999885559082, 1.9700000286102295, 1.9800000190734863, 1.7699999809265137, 2.5399999618530273, 1.75, 1.3700000047683716, 2.2100000381469727, 1.7300000190734863, 1.7000000476837158, 1.659999966621399, 0.9300000071525574, 1.309999942779541, 2.200000047683716, 1.4500000476837158, 1.7599999904632568, 1.7200000286102295, 1.940000057220459, 1.8700000047683716, 2.1600000858306885, 2.309999942779541, 2.559999942779541, 2.0399999618530273, 1.809999942779541, 1.7599999904632568, 1.2899999618530273, 2.2300000190734863, 2.5299999713897705, 2.1600000858306885, 1.6399999856948853, 1.3600000143051147, 2.0799999237060547]","[2.5478453636169434, 2.5478453636169434, 2.6419100761413574, 2.6419100761413574, 2.278449296951294, 2.278449296951294, 2.5836124420166016, 2.3951268196105957, 2.858128070831299, 3.1317570209503174, 3.040174961090088, 2.295319080352783, 1.9780211448669434, 2.1232779026031494, 1.344855785369873, 2.6819331645965576, 2.378878116607666, 2.071523427963257, 2.3006956577301025, 2.2160065174102783, 1.9710884094238281, 1.9916141033172607, 1.265977144241333, 1.1906564235687256, 1.8219506740570068, 2.2768542766571045, 2.511275291442871, 2.462169885635376, 2.1199021339416504, 2.4077587127685547, 1.3477072715759277, 2.0326921939849854, 2.0097761154174805, 0.8502345085144043, 0.6777129173278809, 0.9561916589736938, 0.6740962266921997, 1.1929136514663696, 1.1929136514663696, 2.3539392948150635, 2.3539392948150635, 2.0136806964874268, 2.0136806964874268, 1.8884234428405762, 2.2768542766571045, 1.7004048824310303, 1.3318226337432861, 2.1043713092803955, 1.8285093307495117, 1.784327745437622, 1.49345064163208, 0.9488387107849121, 1.2348653078079224, 2.0326178073883057, 1.5250451564788818, 1.7973556518554688, 1.6604161262512207, 1.668771743774414, 2.1902971267700195, 2.5390520095825195, 2.3737101554870605, 2.8791205883026123, 1.9489364624023438, 1.7926561832427979, 1.880986213684082, 1.4267098903656006, 2.0624756813049316, 2.5934982299804688, 2.045482873916626, 1.7332409620285034, 1.7332409620285034, 2.004420757293701]",0.903,0.033,0.131,"[2.880000114440918, 2.369999885559082, 2.880000114440918, 2.259999990463257, 1.8799999952316284, 2.190000057220459, 2.509999990463257, 2.140000104904175, 1.9600000381469727, 2.259999990463257, 2.950000047683716, 1.9199999570846558, 2.259999990463257, 2.680000066757202, 3.240000009536743, 2.2899999618530273, 2.490000009536743, 2.109999895095825, 2.9800000190734863, 2.119999885559082, 2.2799999713897705, 1.1200000047683716, 2.3499999046325684, 2.4200000762939453, 2.309999942779541, 2.7200000286102295, 2.299999952316284, 2.190000057220459, 2.200000047683716, 2.509999990463257, 1.649999976158142, 2.6600000858306885, 2.009999990463257, 1.3899999856948853, 1.8799999952316284, 1.840000033378601, 0.8399999737739563, 1.190000057220459, 1.350000023841858, 1.0099999904632568, 1.0800000429153442, 1.2599999904632568, 1.649999976158142, 0.5799999833106995, 2.509999990463257, 2.0299999713897705, 1.7799999713897705, 2.0399999618530273, 2.0, 1.3899999856948853, 2.119999885559082, 1.8799999952316284, 1.75, 1.190000057220459, 1.5099999904632568, 1.399999976158142, 1.1299999952316284, 1.5199999809265137, 1.399999976158142, 1.399999976158142, 1.4900000095367432, 1.2799999713897705, 1.559999942779541, 2.2799999713897705, 2.319999933242798, 2.569999933242798, 2.5, 2.2300000190734863, 3.0299999713897705, 3.259999990463257, 2.5399999618530273, 1.7899999618530273, 1.8300000429153442, 1.6399999856948853, 2.0399999618530273]","[2.939274787902832, 2.472482442855835, 2.4644389152526855, 2.228888988494873, 1.9836338758468628, 2.2948057651519775, 2.548020124435425, 2.1167633533477783, 2.107328176498413, 2.0895111560821533, 3.0114376544952393, 1.754826545715332, 2.2434165477752686, 2.60868763923645, 3.199794292449951, 2.265082597732544, 2.299717664718628, 2.0621678829193115, 2.4313361644744873, 2.4148731231689453, 2.077484369277954, 1.7753578424453735, 2.2949087619781494, 2.5164027214050293, 2.31717848777771, 2.6746902465820312, 2.216719627380371, 2.2236433029174805, 2.2868311405181885, 2.5169613361358643, 1.626606822013855, 2.410273551940918, 2.0188417434692383, 1.511093020439148, 2.0248944759368896, 2.0859665870666504, 1.2081618309020996, 1.172707438468933, 1.2337218523025513, 0.9815939664840698, 0.9979563355445862, 1.3787747621536255, 1.5440016984939575, 0.7043167948722839, 2.5045995712280273, 1.969580888748169, 1.8761035203933716, 2.0137362480163574, 1.8234630823135376, 1.5330818891525269, 1.9799829721450806, 1.6683399677276611, 1.495755672454834, 1.1908875703811646, 1.3147398233413696, 1.138861060142517, 0.8438761830329895, 1.6842602491378784, 1.4513120651245117, 1.1890910863876343, 1.418544054031372, 1.2616041898727417, 1.6609309911727905, 2.0662174224853516, 2.332749366760254, 2.6849007606506348, 2.6570231914520264, 2.3193182945251465, 3.01509428024292, 2.8869409561157227, 2.2978763580322266, 2.0494158267974854, 1.655392050743103, 1.6417094469070435, 2.0375382900238037]",0.06291412562131882,0.813,0.063,0.195,"[2.880000114440918, 2.369999885559082, 2.880000114440918, 2.259999990463257, 1.8799999952316284, 2.190000057220459, 2.509999990463257, 2.140000104904175, 1.9600000381469727, 2.259999990463257, 2.950000047683716, 1.9199999570846558, 2.259999990463257, 2.680000066757202, 3.240000009536743, 2.2899999618530273, 2.490000009536743, 2.109999895095825, 2.9800000190734863, 2.119999885559082, 2.2799999713897705, 1.1200000047683716, 2.3499999046325684, 2.4200000762939453, 2.309999942779541, 2.7200000286102295, 2.299999952316284, 2.190000057220459, 2.200000047683716, 2.509999990463257, 1.649999976158142, 2.6600000858306885, 2.009999990463257, 1.3899999856948853, 1.8799999952316284, 1.840000033378601, 0.8399999737739563, 1.190000057220459, 1.350000023841858, 1.0099999904632568, 1.0800000429153442, 1.2599999904632568, 1.649999976158142, 0.5799999833106995, 2.509999990463257, 2.0299999713897705, 1.7799999713897705, 2.0399999618530273, 2.0, 1.3899999856948853, 2.119999885559082, 1.8799999952316284, 1.75, 1.190000057220459, 1.5099999904632568, 1.399999976158142, 1.1299999952316284, 1.5199999809265137, 1.399999976158142, 1.399999976158142, 1.4900000095367432, 1.2799999713897705, 1.559999942779541, 2.2799999713897705, 2.319999933242798, 2.569999933242798, 2.5, 2.2300000190734863, 3.0299999713897705, 3.259999990463257, 2.5399999618530273, 1.7899999618530273, 1.8300000429153442, 1.6399999856948853, 2.0399999618530273]","[2.5841879844665527, 2.704320192337036, 2.704320192337036, 1.984301209449768, 1.8967660665512085, 2.18808650970459, 2.475696563720703, 2.1772022247314453, 2.1772022247314453, 2.29201602935791, 2.7049412727355957, 1.579505205154419, 1.984301209449768, 2.2755064964294434, 2.8456478118896484, 2.320352554321289, 2.2547121047973633, 2.0914244651794434, 2.6629343032836914, 2.6629343032836914, 2.1582233905792236, 1.9047027826309204, 2.1830029487609863, 2.641564130783081, 2.224367141723633, 2.539062976837158, 2.395956516265869, 2.395956516265869, 2.349895477294922, 2.6652214527130127, 1.740573525428772, 2.3364858627319336, 2.1218414306640625, 1.650502324104309, 2.1072540283203125, 2.1092891693115234, 1.185226321220398, 1.2927051782608032, 1.2371901273727417, 1.1467164754867554, 1.1467164754867554, 1.4308568239212036, 1.5246351957321167, 1.3143502473831177, 2.4584245681762695, 1.7982500791549683, 1.86345374584198, 1.9690674543380737, 1.7470258474349976, 1.650502324104309, 2.130204677581787, 1.61176335811615, 1.3809937238693237, 1.2927051782608032, 1.236799716949463, 1.020255446434021, 0.9535113573074341, 1.5960372686386108, 1.3561570644378662, 1.1033402681350708, 1.416318416595459, 1.298572301864624, 1.6499301195144653, 2.0884757041931152, 2.224367141723633, 2.592451572418213, 2.5144622325897217, 2.2276711463928223, 2.8333582878112793, 2.6692261695861816, 2.388162136077881, 2.1213297843933105, 1.572517991065979, 1.572517991065979, 2.133985757827759]",0.966,0.01,0.081,"[2.869999885559082, 2.9200000762939453, 3.0199999809265137, 2.7200000286102295, 2.390000104904175, 2.2300000190734863, 2.25, 2.5, 2.5, 2.9000000953674316, 3.0299999713897705, 2.259999990463257, 2.059999942779541, 2.049999952316284, 1.5399999618530273, 2.880000114440918, 2.2200000286102295, 2.3499999046325684, 2.6600000858306885, 2.4700000286102295, 1.9299999475479126, 2.119999885559082, 1.4700000286102295, 1.190000057220459, 1.75, 2.5399999618530273, 2.6700000762939453, 2.4100000858306885, 1.590000033378601, 2.180000066757202, 1.190000057220459, 2.0899999141693115, 2.309999942779541, 1.1299999952316284, 0.9399999976158142, 0.9100000262260437, 1.350000023841858, 1.149999976158142, 1.2599999904632568, 2.819999933242798, 2.619999885559082, 1.9700000286102295, 1.9800000190734863, 1.7699999809265137, 2.5399999618530273, 1.75, 1.3700000047683716, 2.2100000381469727, 1.7300000190734863, 1.7000000476837158, 1.659999966621399, 0.9300000071525574, 1.309999942779541, 2.200000047683716, 1.4500000476837158, 1.7599999904632568, 1.7200000286102295, 1.940000057220459, 1.8700000047683716, 2.1600000858306885, 2.309999942779541, 2.559999942779541, 2.0399999618530273, 1.809999942779541, 1.7599999904632568, 1.2899999618530273, 2.2300000190734863, 2.5299999713897705, 2.1600000858306885, 1.6399999856948853, 1.3600000143051147, 2.0799999237060547]","[2.8681118488311768, 2.871263027191162, 2.897742986679077, 2.8977463245391846, 2.3220582008361816, 2.3248538970947266, 2.350311517715454, 2.444157838821411, 2.5944392681121826, 2.855637311935425, 2.9416663646698, 2.2846968173980713, 2.0092713832855225, 2.0995595455169678, 1.4969738721847534, 2.8752734661102295, 2.3834993839263916, 2.158583879470825, 2.517418146133423, 2.3555514812469482, 2.032179117202759, 2.116894245147705, 1.4205032587051392, 1.297957420349121, 1.7984410524368286, 2.4451651573181152, 2.6192009449005127, 2.358708143234253, 1.8595436811447144, 2.291141986846924, 1.2126989364624023, 1.9861518144607544, 2.123936414718628, 0.9469701051712036, 0.8566913604736328, 1.0472534894943237, 1.324296236038208, 1.2054029703140259, 1.1996054649353027, 2.6097919940948486, 2.650608777999878, 1.9757205247879028, 1.9933754205703735, 1.8670021295547485, 2.4314358234405518, 1.820311427116394, 1.304972529411316, 2.1591944694519043, 1.7353248596191406, 1.856343150138855, 1.5883063077926636, 0.940020740032196, 1.3488081693649292, 2.123758316040039, 1.4271297454833984, 1.7370516061782837, 1.7711236476898193, 1.7271382808685303, 1.9736279249191284, 2.2578318119049072, 2.282700538635254, 2.5497472286224365, 1.979016661643982, 1.8095425367355347, 1.85771644115448, 1.467929720878601, 2.1492507457733154, 2.563361406326294, 2.120482921600342, 1.5490998029708862, 1.545198678970337, 1.9995898008346558]"
